No,Size,Type,IsDegradeRead,replicas,nativeec,hydra,microec,NativeecTimes,HydraTimes,MicroecTimes,,,
8227,458752,GET,FALSE,86.06,77.611,76.978,76.575,0.9,0.89,0.89,,,
3635,458752,GET,FALSE,86.309,86.797,83.063,78.729,1.01,0.96,0.91,,,
4796,458752,GET,FALSE,87.797,77.25,78.145,76.859,0.88,0.89,0.88,,,
9791,458752,GET,FALSE,87.424,77.701,78.187,76.746,0.89,0.89,0.88,,,
6990,458752,GET,FALSE,87.652,77.858,77.521,76.245,0.89,0.88,0.87,,,
6766,458752,GET,TRUE,87.534,215.714,126.131,133.12,2.46,1.44,1.52,,,
5879,458752,GET,FALSE,91.616,78.952,78.618,76.103,0.86,0.86,0.83,,,
5725,458752,GET,TRUE,88.432,197.551,120.074,135.731,2.23,1.36,1.53,,,
3153,458752,GET,TRUE,85.029,154.145,116.514,122.51,1.81,1.37,1.44,,,
3107,458752,GET,TRUE,87.75,183.521,117.389,130.902,2.09,1.34,1.49,,,
6909,458752,GET,TRUE,88.712,203.668,118.795,109.727,2.3,1.34,1.24,,,
2293,458752,GET,FALSE,86.407,77.424,79.387,75.588,0.9,0.92,0.87,,,
10322,458752,GET,TRUE,86.012,183.907,115.82,121.484,2.14,1.35,1.41,,,
7716,458752,GET,FALSE,86.133,77.311,82.2,76.078,0.9,0.95,0.88,,,
10623,458752,PUT,FALSE,222.858,303.648,244.637,170.774,1.36,1.1,0.77,,,
8179,475136,GET,FALSE,92.438,81.442,80.76,78.802,0.88,0.87,0.85,,,
5318,475136,GET,FALSE,92.261,80.455,78.939,78.709,0.87,0.86,0.85,,,
10871,475136,GET,FALSE,88.789,81.369,80.741,79.031,0.92,0.91,0.89,,,
10910,491520,GET,TRUE,91.138,150.904,145.517,187.859,1.66,1.6,2.06,,,
10321,507904,GET,TRUE,94.902,274.012,127.264,136.406,2.89,1.34,1.44,,,
9819,507904,GET,FALSE,96.124,85.041,87.258,83.085,0.88,0.91,0.86,,,
4275,507904,GET,FALSE,98.857,84.548,84.643,82.872,0.86,0.86,0.84,,,
9150,524288,GET,TRUE,95.382,224.672,145.635,134.688,2.36,1.53,1.41,,,
9149,524288,GET,FALSE,97.406,97.033,96.845,86.499,1,0.99,0.89,,,
9151,524288,GET,FALSE,97.968,90.913,90.119,85.914,0.93,0.92,0.88,,,
10288,524288,GET,TRUE,97.622,222.777,131.244,129.658,2.28,1.34,1.33,,,
5222,524288,GET,FALSE,99.679,88.561,89.559,86.037,0.89,0.9,0.86,,,
4184,540672,GET,TRUE,101.215,231.279,152.398,150.987,2.29,1.51,1.49,,,
6808,557056,GET,TRUE,104.872,190.662,140.197,154.738,1.82,1.34,1.48,,,
5579,557056,GET,TRUE,108.369,241.917,137.327,147.461,2.23,1.27,1.36,,,
383,557056,GET,TRUE,107.177,227.574,149.488,163.081,2.12,1.39,1.52,,,
7559,557056,GET,FALSE,106.309,101.21,93.099,90.938,0.95,0.88,0.86,,,
4299,557056,GET,FALSE,105.024,95.055,91.902,91.307,0.91,0.88,0.87,,,
6949,557056,GET,TRUE,103.625,257.664,169.206,155.08,2.49,1.63,1.5,,,
6302,557056,GET,TRUE,104.201,220.652,136.503,157.237,2.12,1.31,1.51,,,
3203,573440,GET,FALSE,108.277,95.455,94.75,94.296,0.88,0.88,0.87,,,
5391,573440,GET,TRUE,109.466,277.963,146.411,166.21,2.54,1.34,1.52,,,
5951,573440,GET,FALSE,108.99,95.696,93.647,93.498,0.88,0.86,0.86,,,
10463,573440,GET,FALSE,107.796,101.952,103.02,94.339,0.95,0.96,0.88,,,
10876,589824,GET,TRUE,109.074,273.29,151.959,170.102,2.51,1.39,1.56,,,
245,589824,GET,TRUE,108.032,187.749,156.745,144.782,1.74,1.45,1.34,,,
10812,589824,GET,TRUE,109.755,258.268,150.548,163.448,2.35,1.37,1.49,,,
8313,589824,GET,FALSE,111.838,99.243,97.04,96.65,0.89,0.87,0.86,,,
4823,589824,GET,FALSE,110.363,100.44,99.118,97.261,0.91,0.9,0.88,,,
4129,606208,GET,TRUE,113.702,231.835,149.07,146.129,2.04,1.31,1.29,,,
4749,606208,GET,FALSE,113.722,101.554,100.381,99.743,0.89,0.88,0.88,,,
3093,606208,GET,FALSE,115.52,99.336,99.153,99.594,0.86,0.86,0.86,,,
5570,606208,GET,FALSE,112.933,99.862,100.149,99.62,0.88,0.89,0.88,,,
8608,606208,GET,FALSE,112.181,99.82,99.5,99.682,0.89,0.89,0.89,,,
4117,606208,GET,TRUE,111.192,285.479,162.576,166.416,2.57,1.46,1.5,,,
7545,606208,GET,TRUE,115.863,229.677,155.749,141.998,1.98,1.34,1.23,,,
4692,606208,GET,TRUE,112.642,250.669,153.387,162.156,2.23,1.36,1.44,,,
5557,606208,GET,FALSE,112.857,100.809,99.247,100.002,0.89,0.88,0.89,,,
7586,606208,GET,FALSE,114.132,101.481,105.278,98.936,0.89,0.92,0.87,,,
9657,622592,GET,FALSE,116.22,104.387,109.546,101.957,0.9,0.94,0.88,,,
7297,622592,GET,FALSE,117.02,102.056,102.947,101.99,0.87,0.88,0.87,,,
9921,622592,GET,TRUE,117.833,220.03,159.317,165.208,1.87,1.35,1.4,,,
10413,622592,GET,FALSE,116.033,108.564,110.175,103.352,0.94,0.95,0.89,,,
10231,622592,GET,TRUE,116,271.646,160.209,185.174,2.34,1.38,1.6,,,
7140,638976,GET,FALSE,117.334,105.602,104.376,102.637,0.9,0.89,0.87,,,
9966,638976,GET,TRUE,117.505,214.6,154.343,161.15,1.83,1.31,1.37,,,
5744,638976,GET,TRUE,120.695,235.148,157.843,170.967,1.95,1.31,1.42,,,
6453,638976,GET,FALSE,118.274,109.712,115.544,104.077,0.93,0.98,0.88,,,
6107,638976,GET,TRUE,123.7,261.93,163.614,168.029,2.12,1.32,1.36,,,
6689,655360,GET,TRUE,122.577,222.963,170.678,179.548,1.82,1.39,1.46,,,
575,655360,GET,TRUE,120.88,232.027,159.751,143.999,1.92,1.32,1.19,,,
7266,655360,GET,FALSE,121.241,107.618,108.867,106.212,0.89,0.9,0.88,,,
1686,655360,GET,FALSE,121.528,107.432,106.463,105.154,0.88,0.88,0.87,,,
7035,655360,GET,FALSE,124.899,107.412,106.898,105.718,0.86,0.86,0.85,,,
1022,655360,GET,TRUE,119.976,255.048,160.786,177.341,2.13,1.34,1.48,,,
3444,655360,GET,FALSE,125.346,108.229,111.251,106.383,0.86,0.89,0.85,,,
10266,655360,GET,FALSE,118.487,106.819,107.089,107.39,0.9,0.9,0.91,,,
4719,655360,GET,FALSE,121.91,110.82,108.556,108.181,0.91,0.89,0.89,,,
698,655360,GET,FALSE,120.248,107.892,107.804,106.94,0.9,0.9,0.89,,,
1578,655360,GET,FALSE,119.122,108.292,112.421,106.538,0.91,0.94,0.89,,,
702,655360,GET,FALSE,115.178,115.89,110.976,106.126,1.01,0.96,0.92,,,
943,655360,GET,TRUE,123.048,220.931,162.187,169.338,1.8,1.32,1.38,,,
2485,655360,GET,FALSE,122.238,107.527,107.554,105.761,0.88,0.88,0.87,,,
2968,655360,GET,FALSE,120.244,109.258,118.062,107.226,0.91,0.98,0.89,,,
1116,655360,GET,FALSE,120.867,109.548,109.169,106.227,0.91,0.9,0.88,,,
5856,655360,GET,FALSE,120.963,106.428,107.191,106.408,0.88,0.89,0.88,,,
7630,655360,GET,FALSE,120.391,107.565,107.316,107.144,0.89,0.89,0.89,,,
1305,655360,GET,TRUE,120.886,218.538,160.392,144.806,1.81,1.33,1.2,,,
990,655360,GET,FALSE,121.264,108.06,108.533,106.148,0.89,0.9,0.88,,,
1186,655360,GET,FALSE,121.317,108.341,108.381,106.339,0.89,0.89,0.88,,,
3030,655360,GET,FALSE,120.768,116.377,112.08,107.023,0.96,0.93,0.89,,,
8095,671744,GET,TRUE,121.156,242.802,161.961,179.582,2,1.34,1.48,,,
637,671744,GET,FALSE,123.503,121.085,116.413,107.521,0.98,0.94,0.87,,,
2869,671744,GET,FALSE,120.784,110.493,114.349,109.055,0.91,0.95,0.9,,,
8726,671744,GET,TRUE,123.305,278.001,182.685,158.42,2.25,1.48,1.28,,,
2881,671744,GET,FALSE,123.362,109.506,109.563,114.139,0.89,0.89,0.93,,,
1808,671744,PUT,FALSE,318.587,398.985,261.227,231.648,1.25,0.82,0.73,,,
2380,671744,GET,FALSE,123.758,111.64,109.592,108.967,0.9,0.89,0.88,,,
4323,671744,GET,FALSE,128.272,111.917,111.117,107.973,0.87,0.87,0.84,,,
1814,671744,PUT,FALSE,314.968,380.36,1043.537,220.268,1.21,3.31,0.7,,,
6806,671744,GET,TRUE,121.303,235.603,172.054,197.679,1.94,1.42,1.63,,,
3578,671744,GET,FALSE,125.928,112.487,110.733,109.58,0.89,0.88,0.87,,,
3036,671744,PUT,FALSE,315.798,379.393,347.201,212.98,1.2,1.1,0.67,,,
10851,671744,GET,FALSE,125.4,111.474,112.324,109.538,0.89,0.9,0.87,,,
884,671744,GET,FALSE,125.379,110.17,111.484,108.168,0.88,0.89,0.86,,,
7364,671744,GET,TRUE,123.332,265.391,160.56,154.515,2.15,1.3,1.25,,,
1911,671744,GET,FALSE,124.721,111.088,108.719,109.105,0.89,0.87,0.87,,,
2888,671744,GET,FALSE,123.785,121.185,110.045,108.592,0.98,0.89,0.88,,,
6300,671744,GET,FALSE,128.604,113.171,111.189,109.688,0.88,0.86,0.85,,,
6296,671744,GET,FALSE,127.444,110.358,109.6,108.321,0.87,0.86,0.85,,,
4818,671744,GET,TRUE,127.845,268.878,178.793,154.695,2.1,1.4,1.21,,,
7018,671744,GET,TRUE,125.281,274.313,169.799,175.39,2.19,1.36,1.4,,,
6489,671744,GET,FALSE,122.845,110.933,109.282,108.58,0.9,0.89,0.88,,,
743,671744,PUT,FALSE,321.33,493.699,342.215,407.522,1.54,1.06,1.27,,,
330,671744,GET,FALSE,124.53,125.839,111.964,108.141,1.01,0.9,0.87,,,
2138,671744,PUT,FALSE,316.172,430.79,324.341,231.892,1.36,1.03,0.73,,,
2958,671744,GET,FALSE,121.917,120.688,119.919,115.708,0.99,0.98,0.95,,,
4215,671744,GET,TRUE,123.485,228.105,162.684,182.577,1.85,1.32,1.48,,,
2643,671744,GET,FALSE,123.2,109.876,108.69,108.082,0.89,0.88,0.88,,,
9378,671744,PUT,FALSE,327.544,463.958,357.485,216.75,1.42,1.09,0.66,,,
295,671744,GET,TRUE,123.974,244.989,169.205,173.245,1.98,1.36,1.4,,,
8643,671744,GET,FALSE,123.994,110.349,111.26,109.599,0.89,0.9,0.88,,,
220,671744,PUT,FALSE,317.534,399.264,356.889,224.527,1.26,1.12,0.71,,,
9333,671744,GET,TRUE,125.762,204.481,233.21,178.03,1.63,1.85,1.42,,,
9835,671744,GET,TRUE,123.608,253.026,166.599,145.427,2.05,1.35,1.18,,,
7551,671744,GET,TRUE,119.884,219.224,162.211,200.138,1.83,1.35,1.67,,,
9103,671744,GET,TRUE,122.044,307.437,191.419,146.932,2.52,1.57,1.2,,,
1237,671744,PUT,FALSE,316.573,389.976,283.903,518.557,1.23,0.9,1.64,,,
7979,671744,GET,FALSE,121.089,111.295,109.077,108.913,0.92,0.9,0.9,,,
9274,671744,GET,TRUE,122.692,228.534,167.288,172.065,1.86,1.36,1.4,,,
5589,671744,GET,FALSE,126.011,112.498,109.034,110.334,0.89,0.87,0.88,,,
915,671744,GET,TRUE,122.565,281.543,176.633,156.743,2.3,1.44,1.28,,,
9004,671744,GET,FALSE,124.282,110.612,111.834,108.9,0.89,0.9,0.88,,,
1026,671744,GET,FALSE,123.574,111.51,110.97,109.113,0.9,0.9,0.88,,,
2575,671744,GET,FALSE,124.801,112.133,112.008,109.619,0.9,0.9,0.88,,,
1596,671744,GET,FALSE,124.303,109.818,110.312,108.969,0.88,0.89,0.88,,,
41,671744,GET,TRUE,124.135,231.338,165.116,166.642,1.86,1.33,1.34,,,
2439,671744,GET,FALSE,123.307,114.118,108.939,109.042,0.93,0.88,0.88,,,
173,671744,GET,FALSE,120.622,115.642,121.697,111.863,0.96,1.01,0.93,,,
2345,671744,PUT,FALSE,322.637,439.092,236.034,232.728,1.36,0.73,0.72,,,
4313,688128,GET,FALSE,127.753,113.096,113.694,112.632,0.89,0.89,0.88,,,
10468,688128,GET,TRUE,130.5,268.669,211.043,215.791,2.06,1.62,1.65,,,
4961,688128,PUT,FALSE,330.262,367.446,250.962,269.788,1.11,0.76,0.82,,,
10488,688128,GET,FALSE,127.6,113.117,114.143,111.708,0.89,0.89,0.88,,,
7909,688128,GET,TRUE,131.732,224.92,178.151,187.503,1.71,1.35,1.42,,,
7761,688128,PUT,FALSE,336.593,416.471,327.062,259.417,1.24,0.97,0.77,,,
8228,688128,PUT,FALSE,328.528,493.201,342.868,254.7,1.5,1.04,0.78,,,
7137,688128,GET,FALSE,126.835,113.056,112.796,111.06,0.89,0.89,0.88,,,
8812,688128,PUT,FALSE,333.912,455.122,310.004,251.494,1.36,0.93,0.75,,,
1162,704512,GET,TRUE,129.75,280.721,186.193,161.37,2.16,1.44,1.24,,,
4966,704512,GET,FALSE,132.295,116.513,115.29,113.745,0.88,0.87,0.86,,,
4282,704512,GET,TRUE,131.087,297.573,179.268,181.399,2.27,1.37,1.38,,,
2530,704512,GET,FALSE,127.163,115.648,116.431,114.996,0.91,0.92,0.9,,,
2383,704512,GET,TRUE,130.343,272.468,169.495,160.933,2.09,1.3,1.23,,,
3242,704512,GET,TRUE,130.497,286.207,181.636,164.455,2.19,1.39,1.26,,,
720,704512,GET,FALSE,118.263,116.872,112.586,112.334,0.99,0.95,0.95,,,
716,704512,GET,FALSE,128.946,116.936,114.941,113.635,0.91,0.89,0.88,,,
10474,704512,GET,FALSE,131.706,114.831,117.873,114.345,0.87,0.89,0.87,,,
409,720896,GET,TRUE,131.383,274.827,173.097,178.754,2.09,1.32,1.36,,,
4815,720896,GET,FALSE,131.222,118.558,117.158,117.381,0.9,0.89,0.89,,,
4891,720896,GET,FALSE,133.135,128.911,123.045,117.055,0.97,0.92,0.88,,,
2420,720896,GET,FALSE,132.053,117.476,117.311,116.858,0.89,0.89,0.88,,,
4542,720896,GET,TRUE,130.58,259.665,182.558,184.34,1.99,1.4,1.41,,,
4889,737280,GET,FALSE,136.644,120.724,120.216,119.382,0.88,0.88,0.87,,,
6965,737280,GET,TRUE,134.142,302.371,180.053,201.485,2.25,1.34,1.5,,,
2370,737280,GET,FALSE,136.731,124.437,127.22,120.005,0.91,0.93,0.88,,,
5455,737280,GET,FALSE,136.697,119.65,120.5,118.967,0.88,0.88,0.87,,,
6991,737280,GET,FALSE,140.893,121.042,120.921,118.296,0.86,0.86,0.84,,,
7151,737280,GET,FALSE,135.909,120.36,119.753,118.294,0.89,0.88,0.87,,,
5517,737280,GET,FALSE,135.687,123.094,122.841,118.529,0.91,0.91,0.87,,,
7153,737280,GET,TRUE,141.368,276.527,185.245,194.388,1.96,1.31,1.38,,,
7573,737280,GET,TRUE,136.207,271.172,183.175,193.371,1.99,1.34,1.42,,,
1983,737280,GET,FALSE,135.117,130.355,127.167,120.756,0.96,0.94,0.89,,,
4163,737280,GET,TRUE,149.076,299.014,179.891,191.43,2.01,1.21,1.28,,,
3055,737280,GET,FALSE,139.538,120.756,123.458,118.489,0.87,0.88,0.85,,,
7495,737280,GET,TRUE,135.524,232.021,184.545,206.847,1.71,1.36,1.53,,,
1461,737280,GET,FALSE,137.394,124.64,123.392,118.674,0.91,0.9,0.86,,,
442,737280,GET,FALSE,136.289,142.625,131.153,133.029,1.05,0.96,0.98,,,
5387,737280,GET,FALSE,139.474,124.71,124.518,120.098,0.89,0.89,0.86,,,
10095,737280,GET,TRUE,137.113,323.137,198.148,210.447,2.36,1.45,1.53,,,
5408,737280,GET,TRUE,140.639,266.426,175.608,165.734,1.89,1.25,1.18,,,
5549,753664,GET,TRUE,140.96,245.173,184.211,175.673,1.74,1.31,1.25,,,
3115,753664,GET,TRUE,135.274,315.918,179.863,173.55,2.34,1.33,1.28,,,
9296,753664,GET,TRUE,137.433,332.697,195.231,194.184,2.42,1.42,1.41,,,
9302,753664,GET,TRUE,137.841,205.304,196.606,202.7,1.49,1.43,1.47,,,
8645,770048,GET,FALSE,142.202,129.553,128.001,125.042,0.91,0.9,0.88,,,
4736,770048,GET,FALSE,140.468,124.404,124.533,123.407,0.89,0.89,0.88,,,
6215,770048,GET,FALSE,140.378,124.029,124.071,123.587,0.88,0.88,0.88,,,
4168,770048,GET,TRUE,141.412,294.93,187.763,208.715,2.09,1.33,1.48,,,
9910,786432,GET,TRUE,146.036,331.782,189.25,231.031,2.27,1.3,1.58,,,
9075,786432,GET,FALSE,141.153,129.004,129.214,125.936,0.91,0.92,0.89,,,
5980,786432,GET,FALSE,142.942,127.089,128.877,126.323,0.89,0.9,0.88,,,
7277,786432,GET,FALSE,145.11,127.838,128.486,127.395,0.88,0.89,0.88,,,
4605,802816,GET,FALSE,146.027,131.619,132.117,129.182,0.9,0.9,0.88,,,
10465,802816,GET,FALSE,146.814,131.522,139.56,129.552,0.9,0.95,0.88,,,
6822,802816,GET,TRUE,149.135,277.78,194.466,196.018,1.86,1.3,1.31,,,
9776,802816,GET,TRUE,149.072,296.598,222.971,249.952,1.99,1.5,1.68,,,
5528,802816,GET,FALSE,177.071,131.575,129.537,129.172,0.74,0.73,0.73,,,
10135,802816,GET,FALSE,148.648,145.541,138.783,129.157,0.98,0.93,0.87,,,
5573,802816,GET,TRUE,143.278,309.766,197.811,205.512,2.16,1.38,1.43,,,
7930,802816,GET,TRUE,150.901,324.212,193.872,181.592,2.15,1.28,1.2,,,
3880,802816,GET,FALSE,150.607,129.592,130.373,128.559,0.86,0.87,0.85,,,
8401,802816,GET,FALSE,151.306,129.985,131.756,129.323,0.86,0.87,0.85,,,
4001,819200,GET,TRUE,150.883,312.985,197.969,181.195,2.07,1.31,1.2,,,
5590,819200,GET,FALSE,151.186,133.717,131.624,131.251,0.88,0.87,0.87,,,
6996,819200,GET,TRUE,149.225,332.45,235.087,166.347,2.23,1.58,1.11,,,
1908,819200,GET,FALSE,146.871,133.64,132.807,131.847,0.91,0.9,0.9,,,
2109,819200,GET,TRUE,153.123,296.751,194.098,196.562,1.94,1.27,1.28,,,
8715,819200,GET,TRUE,149.861,299.428,219.823,197.909,2,1.47,1.32,,,
2145,819200,GET,FALSE,148.185,133.438,135.133,131.036,0.9,0.91,0.88,,,
8018,819200,GET,TRUE,152.157,331.007,204.119,188.392,2.18,1.34,1.24,,,
10081,819200,GET,TRUE,146.531,311.448,280.934,199.648,2.13,1.92,1.36,,,
2836,819200,GET,TRUE,150.176,314.497,198.018,228.771,2.09,1.32,1.52,,,
1480,819200,GET,TRUE,151.306,313.861,197.252,202.778,2.07,1.3,1.34,,,
9029,819200,GET,FALSE,149.646,135.319,135.218,132.169,0.9,0.9,0.88,,,
1833,819200,GET,TRUE,148.824,334.546,207.277,226.397,2.25,1.39,1.52,,,
2118,819200,GET,FALSE,150.266,133.844,132.655,131.137,0.89,0.88,0.87,,,
4924,819200,GET,TRUE,149.217,310.914,202.989,186.248,2.08,1.36,1.25,,,
8528,819200,GET,FALSE,150.617,138.298,132.605,131.121,0.92,0.88,0.87,,,
929,819200,GET,FALSE,147.687,133.728,131.833,130.402,0.91,0.89,0.88,,,
1301,819200,GET,FALSE,152.554,132.239,132.474,131.086,0.87,0.87,0.86,,,
2289,819200,GET,FALSE,149,133.804,132.479,131.974,0.9,0.89,0.89,,,
8874,819200,GET,FALSE,147.237,133.967,135.262,131.773,0.91,0.92,0.89,,,
495,819200,GET,FALSE,154.217,133.365,131.746,132.17,0.86,0.85,0.86,,,
5306,819200,GET,FALSE,149.923,133.956,133.103,131.413,0.89,0.89,0.88,,,
6804,819200,GET,FALSE,149.692,135.101,132.437,131.92,0.9,0.88,0.88,,,
3833,819200,GET,FALSE,148.865,135.071,132.954,132.309,0.91,0.89,0.89,,,
763,819200,GET,TRUE,150.515,299.291,216.736,182.501,1.99,1.44,1.21,,,
50,819200,GET,FALSE,152.467,141.333,138.962,130.456,0.93,0.91,0.86,,,
1880,819200,GET,TRUE,149.371,322.361,204.639,219.911,2.16,1.37,1.47,,,
8723,819200,GET,FALSE,148.364,135.192,134.433,131.636,0.91,0.91,0.89,,,
1296,819200,GET,TRUE,148.862,270.505,195.194,172.209,1.82,1.31,1.16,,,
1810,819200,GET,TRUE,150.954,272.752,222.803,196.501,1.81,1.48,1.3,,,
9979,819200,GET,FALSE,147.133,133.765,132.417,131.001,0.91,0.9,0.89,,,
1614,819200,GET,TRUE,149.515,351.054,200.171,184.218,2.35,1.34,1.23,,,
3912,819200,GET,FALSE,146.686,133.037,133.331,130.587,0.91,0.91,0.89,,,
2601,819200,GET,FALSE,148.453,133.738,131.571,130.916,0.9,0.89,0.88,,,
6862,819200,GET,FALSE,150.985,136.535,137.501,131.193,0.9,0.91,0.87,,,
936,819200,GET,FALSE,150.3,134.31,134.515,131.602,0.89,0.89,0.88,,,
4219,819200,GET,FALSE,149.057,132.645,132.816,130.093,0.89,0.89,0.87,,,
7584,819200,GET,TRUE,150.118,300.74,217.99,226.572,2,1.45,1.51,,,
10573,819200,GET,TRUE,150.038,282.115,262.602,190.417,1.88,1.75,1.27,,,
2290,819200,GET,FALSE,136.64,152.548,130.606,130.384,1.12,0.96,0.95,,,
10610,819200,GET,FALSE,151.924,132.64,135.17,132.166,0.87,0.89,0.87,,,
2226,819200,GET,FALSE,151.04,133.674,135.269,134.313,0.89,0.9,0.89,,,
306,819200,GET,TRUE,146.933,282.294,196.192,186.069,1.92,1.34,1.27,,,
5217,819200,GET,FALSE,150.047,139.351,136.497,131.146,0.93,0.91,0.87,,,
501,819200,GET,FALSE,150.142,133.932,133.58,131.346,0.89,0.89,0.87,,,
4166,819200,GET,FALSE,150.735,134.927,132.701,131.679,0.9,0.88,0.87,,,
8855,819200,GET,FALSE,149.632,131.921,132.228,131.061,0.88,0.88,0.88,,,
1571,819200,GET,FALSE,150.391,132.955,132.122,131.722,0.88,0.88,0.88,,,
8683,819200,GET,FALSE,150.563,134.38,134.649,131.429,0.89,0.89,0.87,,,
10922,819200,GET,FALSE,148.856,136.25,133.502,132.45,0.92,0.9,0.89,,,
2381,819200,GET,FALSE,149.532,132.959,132.72,131.193,0.89,0.89,0.88,,,
7252,819200,GET,TRUE,150.111,272.286,226.271,205.094,1.81,1.51,1.37,,,
294,819200,GET,FALSE,147.344,133.524,131.916,130.577,0.91,0.9,0.89,,,
2889,819200,GET,TRUE,150.263,357.675,198.475,220.839,2.38,1.32,1.47,,,
3648,835584,GET,TRUE,155.576,334.443,217.399,311.49,2.15,1.4,2,,,
10758,835584,GET,TRUE,153.494,287.921,215.201,183.33,1.88,1.4,1.19,,,
5123,835584,GET,FALSE,152.144,138.523,140.165,136.66,0.91,0.92,0.9,,,
3425,851968,GET,FALSE,158.949,138.453,137.636,136.335,0.87,0.87,0.86,,,
2218,851968,GET,FALSE,156.508,137.957,138.095,137.219,0.88,0.88,0.88,,,
2682,851968,GET,FALSE,155.155,138.72,137.117,136.244,0.89,0.88,0.88,,,
2548,851968,GET,TRUE,157.773,308.166,208.635,200.124,1.95,1.32,1.27,,,
40,851968,GET,FALSE,156.501,137.956,137.5,135.856,0.88,0.88,0.87,,,
7820,851968,GET,FALSE,153.742,138.88,138.068,136.509,0.9,0.9,0.89,,,
6497,851968,GET,FALSE,160.918,139.198,138.368,137.271,0.87,0.86,0.85,,,
3408,868352,GET,FALSE,158.646,139.536,139.978,139.047,0.88,0.88,0.88,,,
10795,868352,GET,FALSE,156.767,139.835,141.075,139.153,0.89,0.9,0.89,,,
8691,868352,GET,FALSE,158.97,141.26,139.898,139.185,0.89,0.88,0.88,,,
5873,868352,GET,TRUE,161.554,264.565,207.031,193.682,1.64,1.28,1.2,,,
9834,868352,GET,TRUE,159.572,302.582,228.742,230.738,1.9,1.43,1.45,,,
6594,868352,GET,FALSE,172.189,139.694,141.498,139.373,0.81,0.82,0.81,,,
6141,868352,GET,TRUE,159.145,290.785,234.194,179.949,1.83,1.47,1.13,,,
1297,884736,GET,TRUE,161.442,287.581,211.077,205.237,1.78,1.31,1.27,,,
1285,884736,GET,TRUE,161.512,343.891,209.171,218.837,2.13,1.3,1.35,,,
8304,884736,PUT,FALSE,412.658,543.659,362.706,322.106,1.32,0.88,0.78,,,
3928,884736,GET,FALSE,161.437,143.278,143.749,140.877,0.89,0.89,0.87,,,
8420,884736,GET,FALSE,161.351,141.575,142.528,141.48,0.88,0.88,0.88,,,
10777,884736,GET,TRUE,159.82,292.876,219.571,209.933,1.83,1.37,1.31,,,
7506,884736,GET,FALSE,162.102,149.276,147.055,144.305,0.92,0.91,0.89,,,
6058,884736,GET,FALSE,165.981,143.716,142.26,141.696,0.87,0.86,0.85,,,
3867,884736,GET,FALSE,161.28,142.759,142.377,141.173,0.89,0.88,0.88,,,
10507,901120,GET,TRUE,162.648,280.635,215.738,195.263,1.73,1.33,1.2,,,
6696,901120,GET,FALSE,168.707,146.75,145.148,143.849,0.87,0.86,0.85,,,
1222,901120,GET,FALSE,164.05,147.266,157.198,149.932,0.9,0.96,0.91,,,
6336,901120,GET,FALSE,164.323,145.2,143.902,142.886,0.88,0.88,0.87,,,
1079,901120,GET,FALSE,161.605,146.504,147.837,144.586,0.91,0.91,0.89,,,
9586,917504,GET,TRUE,168.86,323.236,233.966,210.352,1.91,1.39,1.25,,,
6016,933888,GET,TRUE,172.577,320.433,220.064,227.428,1.86,1.28,1.32,,,
6649,933888,GET,TRUE,170.477,328.782,228.561,216.165,1.93,1.34,1.27,,,
5911,933888,PUT,FALSE,476.658,469.773,311.353,264.607,0.99,0.65,0.56,,,
3318,933888,GET,FALSE,169.498,150.879,149.902,148.424,0.89,0.88,0.88,,,
6354,933888,GET,TRUE,174.598,351.796,232.894,191.954,2.01,1.33,1.1,,,
6548,950272,GET,FALSE,177.725,152.518,152.306,151.203,0.86,0.86,0.85,,,
8627,950272,GET,FALSE,169.106,153.927,155.612,153.093,0.91,0.92,0.91,,,
3726,966656,GET,FALSE,177.392,159.749,156.412,154.268,0.9,0.88,0.87,,,
4346,966656,GET,FALSE,175.415,158.997,155.832,153.288,0.91,0.89,0.87,,,
3412,983040,GET,FALSE,179.2,156.699,157.392,155.804,0.87,0.88,0.87,,,
9824,983040,GET,FALSE,178.075,166.698,171.094,157.451,0.94,0.96,0.88,,,
3703,983040,GET,FALSE,183.005,157.407,157.164,156.948,0.86,0.86,0.86,,,
8299,983040,GET,TRUE,179.508,455.227,267.072,245.115,2.54,1.49,1.37,,,
8843,983040,GET,FALSE,179.946,158.283,156.662,156.068,0.88,0.87,0.87,,,
3623,983040,GET,TRUE,183.803,361.404,264.635,241.753,1.97,1.44,1.32,,,
8688,983040,GET,TRUE,179.081,370.707,234.383,238.395,2.07,1.31,1.33,,,
8704,983040,GET,FALSE,181.528,158.567,160.567,157.045,0.87,0.88,0.87,,,
7765,1015808,GET,FALSE,180.69,165.005,162.893,161.494,0.91,0.9,0.89,,,
3106,1015808,GET,TRUE,189.466,358.305,247.973,228.094,1.89,1.31,1.2,,,
7023,1015808,GET,FALSE,184.242,165.957,162.761,161.039,0.9,0.88,0.87,,,
8181,1015808,GET,TRUE,188.59,461.726,337.877,208.568,2.45,1.79,1.11,,,
10890,1015808,GET,FALSE,180.566,173.858,163.238,163.137,0.96,0.9,0.9,,,
6431,1015808,GET,FALSE,187.327,162.885,161.949,161.01,0.87,0.86,0.86,,,
3533,1015808,GET,FALSE,184.328,163.717,168.676,161.114,0.89,0.92,0.87,,,
7022,1015808,GET,TRUE,184.969,352.789,255.459,234.71,1.91,1.38,1.27,,,
3837,1015808,GET,TRUE,189.511,363.57,255.652,254.07,1.92,1.35,1.34,,,
