No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes,
10567,82493440,GET,TRUE,12644.945,28487.096,15377.039,2.25,1.22,0.46021037
7190,82493440,GET,TRUE,14221.109,27111.623,16619.081,1.91,1.17,0.387012685
9610,82493440,GET,TRUE,12643.209,30389.994,13400.081,2.4,1.06,0.55906273
6755,82493440,GET,TRUE,12791.113,27939.537,22906.274,2.18,1.79,0.180148404
8806,82493440,GET,TRUE,12644.212,30614.073,13928.414,2.42,1.1,0.545032312
8594,82493440,GET,TRUE,12645.683,26393.472,29776.612,2.09,2.35,-0.128180938
9609,82493440,GET,TRUE,12641.674,28222.747,18996.912,2.23,1.5,0.326893587
7414,82493440,GET,TRUE,12643.504,29137.683,14884.22,2.3,1.18,0.489176267
9928,82493440,GET,TRUE,12675.953,30450.804,17121.286,2.4,1.35,0.437739444
8826,82493440,GET,TRUE,13223.285,28387.236,14421.857,2.15,1.09,0.491959802
10073,82493440,GET,TRUE,12640.841,30958.117,15261.818,2.45,1.21,0.507017239
9651,82493440,GET,TRUE,12644.151,28563.003,15518.605,2.26,1.23,0.456688605
10210,82493440,GET,TRUE,12673.711,28116.974,26175.443,2.22,2.07,0.069051919
10607,82493440,GET,TRUE,12645.032,30321.543,36566.7,2.4,2.89,-0.205964353
8932,82493440,GET,TRUE,12645.947,30468.592,36388.152,2.41,2.88,-0.194284002
9002,82493440,GET,TRUE,12646.388,25916.26,26097.234,2.05,2.06,-0.006983029
9384,82493440,GET,TRUE,12643.965,28667.021,19246.691,2.27,1.52,0.328612101
8922,82493440,GET,TRUE,12646.244,28472.837,17786.751,2.25,1.41,0.375308087
4092,82493440,GET,TRUE,12644.098,26214.23,16487.491,2.07,1.3,0.371048053
10010,82493440,GET,TRUE,12643.135,28256.77,25324.001,2.23,2,0.103789959
10744,82493440,GET,TRUE,12696.113,27981.073,15254.324,2.2,1.2,0.454834202
7680,82493440,GET,TRUE,12645.105,28142.404,35424.931,2.23,2.8,-0.258774162
7538,82493440,GET,TRUE,12789.872,29849.297,13112.659,2.33,1.03,0.560704595
9541,82493440,GET,TRUE,12645.783,30135.798,29227.268,2.38,2.31,0.030147866
5667,82493440,GET,TRUE,13147.318,29131.912,15750.5,2.22,1.2,0.459338611
4588,82493440,PUT,FALSE,40111.441,46100.95,25068.137,1.15,0.62,0.45623383
9706,82493440,GET,TRUE,12643.51,24242.98,15547.832,1.92,1.23,0.358666633
9110,82493440,GET,TRUE,12645.194,30546.097,14654.086,2.42,1.16,0.520263227
9057,82493440,GET,TRUE,12641.614,30810.616,39037.591,2.44,3.09,-0.267017544
9522,82493440,GET,TRUE,12644.833,26597.983,14907.112,2.1,1.18,0.439539758
10062,82493440,GET,TRUE,12641.697,28013.317,28360.601,2.22,2.24,-0.012397104
5692,82493440,PUT,FALSE,40104.277,76563.767,34771.608,1.91,0.87,0.545847738
10791,82493440,GET,TRUE,12642.711,28374.576,19312.947,2.24,1.53,0.319357336
9911,82493440,GET,TRUE,12643.236,26480.142,19305.981,2.09,1.53,0.270926077
8879,82493440,GET,TRUE,13042.175,28671.825,37294.995,2.2,2.86,-0.300754138
9373,82493440,GET,TRUE,12642.125,30750.115,36467.991,2.43,2.88,-0.185946492
8462,82493440,PUT,FALSE,40759.068,44263.844,24862.39,1.09,0.61,0.438313808
3611,82493440,GET,TRUE,12643.985,30411.717,16661.568,2.41,1.32,0.452133268
8055,82493440,GET,TRUE,12644.089,28420.802,24898.039,2.25,1.97,0.123950162
10132,82493440,GET,TRUE,12642.902,27187.882,18144.865,2.15,1.44,0.332612044
9385,82493440,GET,TRUE,12642.687,30917.416,36429.228,2.45,2.88,-0.178275313
4210,82493440,GET,TRUE,12641.518,26980.761,13143.321,2.13,1.04,0.512863221
3141,82493440,GET,TRUE,12644.677,25824.11,38240.435,2.04,3.02,-0.480803598
7228,82493440,PUT,FALSE,40268.045,45781.06,23100.422,1.14,0.57,0.495415309
9708,82493440,GET,TRUE,12643.227,27111.658,16738.976,2.14,1.32,0.382591209
4119,82493440,GET,TRUE,12643.849,25891.845,15919.302,2.05,1.26,0.385161544
10470,82493440,GET,TRUE,12644.832,24603.89,18334.361,1.95,1.45,0.254818608
4100,82493440,GET,TRUE,12642.617,25733.782,13121.609,2.04,1.04,0.490101805
3481,82493440,GET,TRUE,13733.985,28857.571,14654.597,2.1,1.07,0.492174965
8344,82493440,GET,TRUE,12642.77,30369.738,13239.489,2.4,1.05,0.564056529
10459,82493440,GET,TRUE,12644.742,26489.242,18586.521,2.09,1.47,0.298337
10602,82493440,GET,TRUE,12642.973,27785.258,18604.24,2.2,1.47,0.330427668
10172,82493440,GET,TRUE,12645.04,27124.714,18623.587,2.15,1.47,0.313408908
8234,82493440,GET,TRUE,12645.444,27906.391,26882.815,2.21,2.13,0.03667891
10893,82493440,PUT,FALSE,40645.347,46521.538,25918.46,1.14,0.64,0.442871816
9362,82493440,GET,TRUE,12644.823,25867.816,16983.834,2.05,1.34,0.343437652
8542,82493440,GET,TRUE,12641.657,30698.583,18452.934,2.43,1.46,0.398899487
4033,82493440,GET,TRUE,12673.184,29466.038,27256.888,2.33,2.15,0.074972753
8590,82493440,GET,TRUE,12641.289,27521.21,18409.916,2.18,1.46,0.331064441
9048,82493440,GET,TRUE,12641.81,26380.781,18715.781,2.09,1.48,0.290552429
8859,82493440,GET,TRUE,12667.584,30572.725,18778.945,2.41,1.48,0.385761492
9980,82493440,GET,TRUE,12640.835,27888.032,15459.523,2.21,1.22,0.445657442
8341,82493440,GET,TRUE,12648.248,28292.915,14803.624,2.24,1.17,0.476772754
7505,82493440,GET,TRUE,12643.984,29533.525,15787.789,2.34,1.25,0.465428221
9349,82493440,GET,TRUE,12645.19,30346.515,15176.472,2.4,1.2,0.499894074
4515,82493440,PUT,FALSE,40224.456,44374.284,42654.565,1.1,1.06,0.038754856
10068,82509824,GET,TRUE,12648.39,28358.383,18700.752,2.24,1.48,0.340556477
9137,82509824,GET,TRUE,12644.288,28526.285,17592.493,2.26,1.39,0.383288325
10022,82509824,GET,TRUE,12646.145,27349.403,15383.906,2.16,1.22,0.43750487
10276,82509824,GET,TRUE,12647.205,28341.687,15444.116,2.24,1.22,0.455074216
9537,82509824,GET,TRUE,12645.462,30406.593,18709.218,2.4,1.48,0.384698641
10372,82509824,PUT,FALSE,40664.513,45345.756,26220.398,1.12,0.64,0.42176732
10435,82509824,GET,TRUE,12645.189,29002.048,18866.211,2.29,1.49,0.34948694
8305,82509824,GET,TRUE,13199.09,28204.301,17511.454,2.14,1.33,0.379121149
7496,82509824,GET,TRUE,12647.593,28892.971,16840.417,2.28,1.33,0.417144848
8916,82509824,GET,TRUE,12643.686,30632.089,15452.616,2.42,1.22,0.495541554
8457,82509824,GET,TRUE,12648.052,27295.658,29854.928,2.16,2.36,-0.093761066
9132,82509824,GET,TRUE,12645.952,27701.878,15198.998,2.19,1.2,0.451336909
6764,82509824,PUT,FALSE,39873.122,46147.463,22003.726,1.16,0.55,0.523186659
9118,82509824,PUT,FALSE,40590.167,46867.215,25956.314,1.15,0.64,0.446173322
9859,82509824,GET,TRUE,12648.212,30726.255,18790.474,2.43,1.49,0.388455443
10827,82509824,PUT,FALSE,40739.714,43676.3,25151.969,1.07,0.62,0.424127753
10268,82509824,GET,TRUE,12647.81,26771.259,35881.423,2.12,2.84,-0.340296435
8792,82509824,PUT,FALSE,40712.838,45028.376,32380.394,1.11,0.8,0.280889144
10079,82509824,PUT,FALSE,40687.637,45134.033,25184.48,1.11,0.62,0.442006878
5392,82509824,GET,TRUE,12645.233,29655.887,16721.412,2.35,1.32,0.436152019
10490,82509824,GET,TRUE,12647.282,28049.714,18886.499,2.22,1.49,0.326677662
3723,82509824,PUT,FALSE,39999.292,47496.605,30535.473,1.19,0.76,0.357101987
8930,82509824,GET,TRUE,12647.416,25941.712,18737.986,2.05,1.48,0.27768892
9722,82509824,GET,TRUE,12644.724,24745.78,18124.404,1.96,1.43,0.267575966
4027,82509824,PUT,FALSE,39800.074,47146.056,35485.061,1.18,0.89,0.247337656
9415,82509824,GET,TRUE,12645.883,30608.13,14733.382,2.42,1.17,0.518644818
8251,82509824,GET,TRUE,12647.945,23716.78,19131.649,1.88,1.51,0.193328563
9003,82509824,GET,TRUE,12647.55,28227.112,18018.178,2.23,1.42,0.361671219
7410,82509824,GET,TRUE,12645.816,27981.402,14530.232,2.21,1.15,0.480718228
9107,82509824,GET,TRUE,12647.051,28219.623,19029.756,2.23,1.5,0.325655201
10246,82509824,GET,TRUE,12644.472,30420.297,29070.886,2.41,2.3,0.044358903
10292,82657280,GET,TRUE,12668.946,28381.101,15245.915,2.24,1.2,0.462814533
1409,83017728,PUT,FALSE,43297.333,47803.152,36348.55,1.1,0.84,0.239620224
2678,83017728,GET,TRUE,12721.392,28188.779,17074.925,2.22,1.34,0.394265179
527,83017728,GET,TRUE,12730.292,30483.847,17813.929,2.39,1.4,0.415627266
6109,83181568,GET,TRUE,12746.203,30226.951,16087.397,2.37,1.26,0.467779698
5971,83214336,GET,TRUE,12753.966,27985.504,27788.558,2.19,2.18,0.007037429
4297,83247104,GET,TRUE,14019.424,27807.53,25303.372,1.98,1.8,0.090053234
1850,83247104,GET,TRUE,12758.984,28762.148,13246.137,2.25,1.04,0.539459396
10248,83492864,GET,TRUE,12800.756,28854.816,29546.403,2.25,2.31,-0.023967819
6027,83525632,GET,TRUE,12927.838,27547.212,24646.349,2.13,1.91,0.105305139
7309,83574784,GET,TRUE,13509.926,25429.666,37989.292,1.88,2.81,-0.493896617
8345,83574784,GET,TRUE,12807.395,31192.687,18180.932,2.44,1.42,0.417141204
10171,83689472,GET,TRUE,12825.741,31218.867,28965.17,2.43,2.26,0.072190224
4866,83886080,GET,TRUE,13928.987,30091.616,38225.817,2.16,2.74,-0.270314529
5912,83886080,GET,TRUE,12854.072,29295.309,16880.046,2.28,1.31,0.423796964
4295,83886080,GET,TRUE,12853.916,29127.005,15146.82,2.27,1.18,0.47997331
4011,83886080,GET,TRUE,12853.826,29014.302,16512.721,2.26,1.28,0.430876504
8625,83918848,GET,TRUE,13408.291,28494.85,15838.977,2.13,1.18,0.444145977
10424,83918848,GET,TRUE,12861.057,31099.991,17180.13,2.42,1.34,0.447584085
9673,83918848,GET,TRUE,12859.806,27072.049,18702.303,2.11,1.45,0.30916559
7636,83918848,GET,TRUE,12859.116,28619.928,13358.147,2.23,1.04,0.533257142
10009,83935232,GET,TRUE,12864.314,27174.408,36782.741,2.11,2.86,-0.353580214
9420,83935232,GET,TRUE,12861.792,28304.277,18002.722,2.2,1.4,0.363957539
9941,83935232,GET,TRUE,12881.177,29018.608,19601.525,2.25,1.52,0.324518771
10938,83935232,GET,TRUE,12861.216,29731.51,17525.717,2.31,1.36,0.410533908
10162,84213760,GET,TRUE,12913.744,30916.776,14260.759,2.39,1.1,0.538737189
10402,84213760,GET,TRUE,12903.755,26455.354,13335.517,2.05,1.03,0.495923698
9467,84246528,GET,TRUE,12910.617,30577.59,38949.031,2.37,3.02,-0.273777005
9380,84246528,GET,TRUE,12909.053,29433.639,18537.971,2.28,1.44,0.370177401
10953,84246528,GET,TRUE,12909.843,29934.667,19359.397,2.32,1.5,0.353278358
2351,84459520,GET,TRUE,12942.073,27636.04,16485.719,2.14,1.27,0.403470287
8432,84459520,GET,TRUE,12946.453,31314.535,18453.023,2.42,1.43,0.410720198
8375,84525056,GET,TRUE,12969.934,26375.906,19268.377,2.03,1.49,0.269470516
5121,84525056,GET,TRUE,12965.047,30339.843,17034.926,2.34,1.31,0.438529527
7444,85966848,GET,TRUE,13190.709,27140.21,27508.118,2.06,2.09,-0.013555827
601,86065152,GET,TRUE,13187.788,29759.871,17184.205,2.26,1.3,0.422571254
2310,86900736,GET,TRUE,13314.914,29601.495,53204.993,2.22,4,-0.7973752
2810,86900736,GET,TRUE,13314.73,31344.783,39348.085,2.35,2.96,-0.25533123
2062,86900736,GET,TRUE,13319.867,32164.451,29677.472,2.41,2.23,0.077320735
1076,86900736,GET,TRUE,13321.938,30564.017,39844.533,2.29,2.99,-0.303641894
2742,86900736,GET,TRUE,13320.651,31683.105,17221.896,2.38,1.29,0.456432821
2082,86900736,GET,TRUE,13315.581,28946.034,17882.586,2.17,1.34,0.382209459
1926,86900736,GET,TRUE,13330.948,30152.77,17826.185,2.26,1.34,0.408804398
2949,86900736,GET,TRUE,13321.13,29075.965,17838.389,2.18,1.34,0.386490216
1944,86900736,GET,TRUE,13332.492,31396.157,15646.214,2.35,1.17,0.501651938
2338,86900736,GET,TRUE,13315.33,28897.486,15494.621,2.17,1.16,0.463807301
1906,86900736,GET,TRUE,13315.83,29868.579,17116.527,2.24,1.29,0.42693869
2225,86900736,GET,TRUE,13334.367,31413.868,17179.295,2.36,1.29,0.453130223
1620,86900736,GET,TRUE,13331.98,29267.473,17242.898,2.2,1.29,0.410851152
2729,86900736,GET,TRUE,13886.717,31297.766,17772.802,2.25,1.28,0.432138319
1679,86900736,GET,TRUE,13331.418,28832.363,17035.651,2.16,1.28,0.409148289
436,86900736,GET,TRUE,13331.598,30615.376,17598.343,2.3,1.32,0.425179589
1530,86900736,GET,TRUE,13341.984,30286.082,16936.524,2.27,1.27,0.440781941
1979,86900736,GET,TRUE,13314.766,29775.784,16882.615,2.24,1.27,0.433008548
1829,86900736,GET,TRUE,13321.962,30658.519,16770.93,2.3,1.26,0.452976512
2573,86900736,GET,TRUE,13315.198,29795.15,17526.389,2.24,1.32,0.411770406
2319,86900736,GET,TRUE,13321.261,30653.411,17677.775,2.3,1.33,0.423301537
1522,86900736,GET,TRUE,13348.339,31649.884,18452.457,2.37,1.38,0.416981844
977,86900736,GET,TRUE,13329.122,31422.765,17726.832,2.36,1.33,0.435860212
2507,86900736,GET,TRUE,13337.161,30000.573,53037.908,2.25,3.98,-0.7678965
3025,86900736,GET,TRUE,13319.941,28893.353,15117.888,2.17,1.13,0.476769346
63,86900736,GET,TRUE,13315.262,29801.298,17493.331,2.24,1.31,0.413001038
1493,87965696,GET,TRUE,13492.511,29897.69,17854.587,2.22,1.32,0.402810485
2026,87965696,PUT,FALSE,45862.773,50238.741,25926.361,1.1,0.57,0.483936888
240,88768512,GET,TRUE,13619.49,30155.324,18213.915,2.21,1.34,0.395996707
2581,88801280,GET,TRUE,13623.232,30210.99,18128.554,2.22,1.33,0.399935123
9180,89014272,GET,TRUE,13656.832,30132.215,19581.2,2.21,1.43,0.350157298
1951,89079808,GET,TRUE,13650.527,32033.865,29427.658,2.35,2.16,0.081357869
4767,89161728,GET,TRUE,13858.852,29298.256,17434.617,2.11,1.26,0.404926457
4491,89161728,GET,TRUE,13680.772,30354.959,16775.551,2.22,1.23,0.447353857
7686,89161728,GET,TRUE,13680.981,33274.936,36760.31,2.43,2.69,-0.104744724
5300,89161728,GET,TRUE,13663.042,31212.778,17231.727,2.28,1.26,0.44792716
6388,89702400,GET,TRUE,13748.18,32701.705,16468.098,2.38,1.2,0.496414698
3455,89997312,GET,TRUE,13806.482,32466.707,17146.222,2.35,1.24,0.471882935
10951,90095616,GET,TRUE,13805.738,29676.874,15280.893,2.15,1.11,0.485090883
5586,90144768,GET,TRUE,13830.028,32166.908,18249.736,2.33,1.32,0.432654951
4257,90456064,GET,TRUE,13877.405,29746.828,18228.041,2.14,1.31,0.387227405
3427,90734592,GET,TRUE,13903.521,32517.229,14474.541,2.34,1.04,0.554865484
5666,91308032,GET,TRUE,13991.969,30385.932,15539.855,2.17,1.11,0.488583895
4083,91488256,GET,TRUE,14039.041,33347.792,16439.821,2.38,1.17,0.507019205
3206,91488256,GET,TRUE,14035.647,31922.741,53179.462,2.27,3.79,-0.665880195
7992,91488256,GET,TRUE,14037.329,31968.352,18403.09,2.28,1.31,0.424334104
5344,91488256,GET,TRUE,14402.948,32154.24,17799.555,2.23,1.24,0.446432104
5011,91488256,GET,TRUE,14036.5,31497.12,17552.877,2.24,1.25,0.442714858
6031,91488256,GET,TRUE,14038.214,33023.082,29161.321,2.35,2.08,0.116941266
3050,91504640,GET,TRUE,14039.865,31517.515,15337.303,2.24,1.09,0.513372073
9162,92979200,GET,TRUE,14266.712,31465.568,21253.306,2.21,1.49,0.324553556
8570,92979200,GET,TRUE,14264.523,30460.036,16703.954,2.14,1.17,0.451610825
8628,92979200,GET,TRUE,14808.008,34364.226,16577.355,2.32,1.12,0.517598476
9846,93470720,GET,TRUE,14330.505,31967.685,21444.573,2.23,1.5,0.32917967
4470,94158848,GET,TRUE,14431.256,31718.909,18757.281,2.2,1.3,0.408640411
2409,94404608,GET,TRUE,14465.129,32541.599,19016.225,2.25,1.31,0.415633356
5539,94814208,GET,TRUE,14527.391,33388.127,30873.609,2.3,2.13,0.075311742
10557,94830592,GET,TRUE,14529.628,34802.283,16972.119,2.4,1.17,0.512327424
760,95682560,GET,TRUE,14661.899,32495.159,19528.14,2.22,1.33,0.399044639
9987,95813632,GET,TRUE,14680.649,34062.197,21046.456,2.32,1.43,0.382116896
8247,95813632,GET,TRUE,14680.535,30388.895,17858.758,2.07,1.22,0.41232618
9401,95813632,GET,TRUE,14681.06,32621.063,17255.888,2.22,1.18,0.471020058
4962,95830016,GET,TRUE,14683.929,31937.659,18232.971,2.18,1.24,0.429107468
4031,95961088,GET,TRUE,14709.73,33305.179,19001.703,2.26,1.29,0.429467021
6131,95977472,GET,TRUE,15385.401,34944.456,28441.739,2.27,1.85,0.186087229
4870,96403456,GET,TRUE,14771.197,31539.272,55622.732,2.14,3.77,-0.76360228
10184,96403456,GET,TRUE,14778.927,32471.89,21532.988,2.2,1.46,0.336872969
4743,96403456,GET,TRUE,16595.776,35185.059,54880.222,2.12,3.31,-0.559759272
8666,96550912,GET,TRUE,14794.199,33093.259,16450.057,2.24,1.11,0.502918192
6714,97435648,GET,TRUE,14939.78,32187.397,43026.585,2.15,2.88,-0.336752549
3313,97435648,GET,TRUE,14929.274,35159.707,39206.363,2.36,2.63,-0.115093564
10420,97484800,GET,TRUE,14954.238,32462.239,21787.345,2.17,1.46,0.328840349
5048,97714176,GET,TRUE,15352.574,33616.916,17068.798,2.19,1.11,0.492255685
9793,98025472,GET,TRUE,15020.565,33250.164,22291.887,2.21,1.48,0.329570615
5718,98156544,GET,TRUE,15387.08,35481.462,53916.385,2.31,3.5,-0.519564921
4933,98156544,GET,TRUE,15415.241,32334.716,31287.605,2.1,2.03,0.032383491
7720,98156544,GET,TRUE,15479.981,33848.664,15651.336,2.19,1.01,0.537608456
9775,98828288,GET,TRUE,15143.272,33751.638,30301.079,2.23,2,0.102233823
10221,98828288,GET,TRUE,15153.923,33881.306,18510.779,2.24,1.22,0.453658044
10955,99467264,GET,TRUE,15240.001,33200.632,22597.712,2.18,1.48,0.319358981
9060,99598336,GET,TRUE,15276.98,33452.891,40151.112,2.19,2.63,-0.200228465
9899,99876864,GET,TRUE,15320.158,35502.849,54000.247,2.32,3.52,-0.521011652
8248,99876864,GET,TRUE,15303.735,32394.426,21577.868,2.12,1.41,0.333901826
7106,100073472,GET,TRUE,15334.766,34420.4,41542.619,2.24,2.71,-0.206918542
8324,100073472,GET,TRUE,15333.383,32149.663,18283.525,2.1,1.19,0.431299638
9169,100073472,GET,TRUE,15334.232,28761.378,22768.936,1.88,1.48,0.208350309
5686,100073472,GET,TRUE,15335.227,35008.622,19902.015,2.28,1.3,0.431511043
9996,100073472,GET,TRUE,15349.691,34583.06,22123.356,2.25,1.44,0.360283445
4628,100286464,GET,TRUE,15366.377,36476.912,15963.167,2.37,1.04,0.562376141
10901,100810752,GET,TRUE,15445.34,33612.904,40876.925,2.18,2.65,-0.216108105
9986,100859904,GET,TRUE,15453.11,34515.995,18772.896,2.23,1.21,0.456110247
4292,101367808,GET,TRUE,15531.719,35202.07,31296.2,2.27,2.01,0.110955691
6519,101466112,GET,TRUE,15562.3,34895.16,18018.816,2.24,1.16,0.483629936
6813,101466112,GET,TRUE,15562.416,36509.302,20325.843,2.35,1.31,0.443269471
5585,101466112,GET,TRUE,15685.11,35030.885,20200.927,2.23,1.29,0.423339519
4263,101466112,GET,TRUE,15563.02,34551.788,19297.703,2.22,1.24,0.441484678
4787,101859328,GET,TRUE,21731.343,37105.208,18251.22,1.71,0.84,0.508122418
10563,101859328,PUT,FALSE,50343.24,55011.347,28328.397,1.09,0.56,0.485044476
7251,101859328,GET,TRUE,15607.697,36786.059,20423.087,2.36,1.31,0.444814488
6843,101859328,GET,TRUE,15963.976,35985.829,16222.798,2.25,1.02,0.549189266
6995,101859328,GET,TRUE,15625.223,35360.921,18089.717,2.26,1.16,0.488426305
6118,101859328,GET,TRUE,15621.804,36818.222,16123.051,2.36,1.03,0.562090451
9628,101875712,GET,TRUE,15629.133,34792.467,23162.036,2.23,1.48,0.334280147
10548,102432768,GET,TRUE,15710.223,35785.035,23024.682,2.28,1.47,0.356583499
6929,102481920,GET,TRUE,15712.137,32335.414,18697.545,2.06,1.19,0.421762622
5653,103088128,GET,TRUE,15794.557,34876.1,19269.671,2.21,1.22,0.447482058
7864,105103360,GET,TRUE,16114.498,38690.176,20496.795,2.4,1.27,0.470232573
7276,105103360,GET,TRUE,16115.391,34997.757,33393.462,2.17,2.07,0.045839938
5518,105103360,GET,TRUE,16119.719,35610.211,21176.922,2.21,1.31,0.405313212
7862,105103360,GET,TRUE,16117.353,36162.274,28093.455,2.24,1.74,0.223128086
4608,105447424,GET,TRUE,16189.437,36919.993,17986.225,2.28,1.11,0.512832383
7089,105447424,GET,TRUE,16161.16,38505.793,18162.545,2.38,1.12,0.528316557
9230,106987520,GET,TRUE,16392.197,35572.203,20319.793,2.17,1.24,0.428773276
450,107085824,GET,TRUE,16425.299,32297.102,34435.388,1.97,2.1,-0.066206745
9339,107118592,GET,TRUE,16412.57,38024.173,25450.45,2.32,1.55,0.330677093
10450,107118592,GET,TRUE,16411.757,37285.744,22580.09,2.27,1.38,0.394404199
4908,107200512,GET,TRUE,16424.943,35617.957,20793.556,2.17,1.27,0.41620582
5599,107315200,GET,TRUE,16442.54,36092.827,20029.034,2.2,1.22,0.44506885
1783,107757568,GET,TRUE,16513.127,36790.675,55753.465,2.23,3.38,-0.515423813
1982,107757568,GET,TRUE,16509.967,36623.514,22381.381,2.22,1.36,0.388879478
1463,107757568,GET,TRUE,16523.711,35791.795,17763.566,2.17,1.08,0.503697258
3173,109051904,GET,TRUE,16950.558,37691.046,21331.401,2.22,1.26,0.434045927
8636,109051904,GET,TRUE,16709.339,37171.07,35698.577,2.22,2.14,0.039613952
8717,109051904,GET,TRUE,16719.1,36792.709,24401.954,2.2,1.46,0.336772022
10080,109051904,GET,TRUE,16729.528,40507.943,19714.79,2.42,1.18,0.513310513
3634,109051904,GET,TRUE,16708.797,37464.081,17408.718,2.24,1.04,0.535322433
8966,109051904,GET,TRUE,16708.298,40216.18,17400.239,2.41,1.04,0.567332377
4910,109658112,GET,TRUE,16801.645,32748.547,21617.813,1.95,1.29,0.33988482
10658,109690880,GET,TRUE,16806.924,37095.239,22243.085,2.21,1.32,0.400378981
10516,110067712,GET,TRUE,16884.917,37170.041,20844.619,2.2,1.23,0.439209147
104,110198784,GET,TRUE,16884.044,40032.834,34562.362,2.37,2.05,0.136649631
1719,110198784,GET,TRUE,16883.578,37857.723,22878.191,2.24,1.36,0.395679687
1707,110198784,PUT,FALSE,57538.35,62489.586,43577.39,1.09,0.76,0.302645564
487,110215168,GET,TRUE,16885.758,36957.205,22895.181,2.19,1.36,0.380494791
9823,110215168,GET,TRUE,16886.866,36671.873,33496.429,2.17,1.98,0.086590723
3890,110215168,GET,TRUE,16901.85,37253.977,23167.041,2.2,1.37,0.378132407
8801,110231552,GET,TRUE,16905.645,34853.863,40892.249,2.06,2.42,-0.173248687
10160,110247936,GET,TRUE,16909.67,37474.719,22104.731,2.22,1.31,0.410142849
5229,110297088,PUT,FALSE,53810.303,61285.463,29544.954,1.14,0.55,0.517912527
5906,110460928,GET,TRUE,16942.694,34499.5,23084.85,2.04,1.36,0.330864215
9252,110477312,GET,TRUE,16926.332,37736.281,25742.624,2.23,1.52,0.317828272
7247,110886912,GET,TRUE,16990.347,40805.338,21726.769,2.4,1.28,0.467550814
8117,110886912,GET,TRUE,19744.029,39938.087,22083.468,2.02,1.12,0.447057442
3464,111493120,GET,TRUE,17939.23,38142.819,28376.869,2.13,1.58,0.256036398
8789,111509504,GET,TRUE,17105.682,40680.794,42525.937,2.38,2.49,-0.045356612
9297,111788032,GET,TRUE,17146.162,36710.509,34046.712,2.14,1.99,0.072562246
9912,111788032,GET,TRUE,17132.544,38024.643,21652.907,2.22,1.26,0.430555942
8777,111788032,GET,TRUE,17127.524,37387.45,25499.265,2.18,1.49,0.317972608
10059,112279552,GET,TRUE,17202.736,37612.401,37511.131,2.19,2.18,0.002692463
6973,112541696,GET,TRUE,18909.05,38922.862,55550.844,2.06,2.94,-0.427203477
6038,112541696,GET,TRUE,18901.649,40042.893,35885.959,2.12,1.9,0.10381203
4587,112885760,GET,TRUE,17310.129,38091.373,22130.804,2.2,1.28,0.419007448
6442,116539392,GET,TRUE,18317.491,40632.358,24381.234,2.22,1.33,0.399955228
1992,117899264,GET,TRUE,18065.131,41982.722,19758.888,2.32,1.09,0.529356672
1015,117899264,GET,TRUE,18065.341,38784.109,34281.559,2.15,1.9,0.11609265
6978,118226944,GET,TRUE,20102.061,41290.291,34449.831,2.05,1.71,0.165667517
7872,118538240,GET,TRUE,18162.134,39309.991,21746.237,2.16,1.2,0.446801272
3983,119816192,GET,TRUE,18357.444,36074.105,22287.494,1.97,1.21,0.382174721
9626,120242176,GET,TRUE,18422.227,44921.956,27581.063,2.44,1.5,0.386022661
5473,120258560,GET,TRUE,18424.952,44238.753,23405.533,2.4,1.27,0.470926927
5340,120258560,GET,TRUE,20734.755,41934.091,20166.46,2.02,0.97,0.519091519
9275,120307712,GET,TRUE,18444.458,40388.297,23778.28,2.19,1.29,0.411258167
5803,120602624,GET,TRUE,18494.817,40929.294,42553.942,2.21,2.3,-0.039694015
5388,120602624,GET,TRUE,18503.684,43303.728,25186.696,2.34,1.36,0.418371185
10140,120733696,GET,TRUE,18516.66,36958.352,24303.604,2,1.31,0.342405635
10109,120733696,GET,TRUE,18499.26,39509.532,33684.651,2.14,1.82,0.147429765
6853,121192448,GET,TRUE,18580.889,39120.509,19250.141,2.11,1.04,0.507927134
2050,121733120,GET,TRUE,18666.761,44529.21,25593.791,2.39,1.37,0.425235907
6969,122093568,GET,TRUE,18723.787,45055.325,31090.188,2.41,1.66,0.309955305
3996,122093568,GET,TRUE,18721.466,41187.982,20574.13,2.2,1.1,0.500482204
7042,122093568,GET,TRUE,18720.3,43997.883,35442.695,2.35,1.89,0.194445446
4568,122093568,GET,TRUE,18723.49,43759.936,19185.165,2.34,1.02,0.561581511
8297,122093568,PUT,FALSE,60346.228,65575.813,36226.573,1.09,0.6,0.447561969
5535,122093568,GET,TRUE,18707.421,40780.261,21474.763,2.18,1.15,0.473403002
10590,123404288,GET,TRUE,18920.623,37451.016,34029.248,1.98,1.8,0.091366493
8862,124272640,GET,TRUE,19608.214,46493.658,37129.337,2.37,1.89,0.201410717
3092,124403712,GET,TRUE,19068.797,44861.681,20321.754,2.35,1.07,0.547013096
4821,124403712,GET,TRUE,19077.439,42663.432,23762.968,2.24,1.25,0.443013211
5707,124518400,GET,TRUE,20158.601,43561.083,21397.307,2.16,1.06,0.508797635
724,125108224,GET,TRUE,19187.724,42202.421,24367.197,2.2,1.27,0.422611395
7392,125386752,GET,TRUE,19230.105,45527.26,25169.463,2.37,1.31,0.447156209
5410,125730816,GET,TRUE,19293.596,45268.715,23506.134,2.35,1.22,0.480742186
10451,126271488,PUT,FALSE,62443.729,74238.793,40237.535,1.19,0.64,0.457998529
