No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes,
2499,30720000,GET,TRUE,4710.416,10654.002,5841.038,2.26,1.24,0.451751745
387,30720000,GET,TRUE,4732.006,10742.496,5028.17,2.27,1.06,0.531936526
1317,30720000,GET,TRUE,4725.272,10598.05,6408.834,2.24,1.36,0.395281774
705,30720000,GET,TRUE,4726.423,10791.175,5881.572,2.28,1.24,0.454964635
1823,30720000,GET,TRUE,4730.221,10870.696,5934.32,2.3,1.25,0.454099351
2795,30720000,GET,TRUE,4730.019,10855.585,5335.826,2.3,1.13,0.508471814
493,30720000,GET,TRUE,4727.281,10521.376,14886.387,2.23,3.15,-0.414870736
894,30720000,GET,TRUE,4726.648,10726.33,5025.68,2.27,1.06,0.531463231
2825,30720000,GET,TRUE,4725.921,8817.513,5944.536,1.87,1.26,0.325826228
7007,30851072,GET,TRUE,5464.133,11455.892,17652.711,2.1,3.23,-0.540928546
4517,30883840,GET,TRUE,4736.934,9928.143,17605.222,2.1,3.72,-0.773264346
8034,31113216,GET,TRUE,4786.054,11075.346,5189.18,2.31,1.08,0.531465654
6698,31227904,GET,TRUE,4790.213,11365.329,5154.251,2.37,1.08,0.546493463
6723,31326208,GET,TRUE,4949.008,11648.333,5960.732,2.35,1.2,0.488275962
5332,31326208,GET,TRUE,4822.865,10985.744,6253.992,2.28,1.3,0.430717483
4139,31506432,GET,TRUE,4848.699,10206.305,15131.964,2.1,3.12,-0.482609426
4843,31834112,GET,TRUE,4891.791,10508.457,5956.123,2.15,1.22,0.433206702
5439,31834112,GET,TRUE,4899.192,10892.634,6056.074,2.22,1.24,0.444021161
4545,31834112,GET,TRUE,4896.584,9416.348,5697.529,1.92,1.16,0.394932197
8909,32210944,GET,TRUE,4939.247,11294.322,15577.898,2.29,3.15,-0.379268096
6048,32342016,GET,TRUE,4960.249,11304.749,19473.297,2.28,3.93,-0.72257668
2398,32653312,GET,TRUE,5029.467,11149.444,6527.218,2.22,1.3,0.41457009
721,32653312,GET,TRUE,5018.485,9619.909,16990.192,1.92,3.39,-0.766148931
2393,32653312,GET,TRUE,5018.74,11808.057,6233.446,2.35,1.24,0.472102311
2392,32653312,GET,TRUE,5026.647,10571.754,6254.381,2.1,1.24,0.408387577
714,32653312,GET,TRUE,5026.751,10830.876,5569.107,2.15,1.11,0.485811951
9487,32899072,GET,TRUE,5053.445,10736.224,5387.952,2.12,1.07,0.49815205
7645,32899072,GET,TRUE,5045.764,10495.36,5981.317,2.08,1.19,0.43009892
8116,33046528,PUT,FALSE,16057.81,25582.573,19708.319,1.59,1.23,0.229619358
8799,33177600,GET,TRUE,5107.132,10610.548,16633.929,2.08,3.26,-0.567678597
9130,33210368,GET,TRUE,5103.368,11410.758,7086.447,2.24,1.39,0.3789679
6654,33292288,GET,TRUE,5127.548,12219.826,17621.815,2.38,3.44,-0.442067588
6531,33325056,GET,TRUE,5116.361,11222.424,6437.733,2.19,1.26,0.426350938
6797,33325056,GET,TRUE,5126.561,12346.875,5476.653,2.41,1.07,0.556434077
8468,33505280,GET,TRUE,5142.5,12733.081,18526.796,2.48,3.6,-0.455012813
8809,33619968,GET,TRUE,5172.001,10513.911,5547.588,2.03,1.07,0.472357337
3314,33636352,GET,TRUE,5176.029,11261.733,14971.709,2.18,2.89,-0.329432069
6779,33636352,PUT,FALSE,16430.282,18391.588,10445.575,1.12,0.64,0.432046053
3953,33636352,GET,TRUE,5175.549,11030.841,5584.878,2.13,1.08,0.493703336
441,33767424,GET,TRUE,5193.775,10657.813,7020.847,2.05,1.35,0.34124881
3010,33767424,GET,TRUE,5193.094,11722.148,6111.077,2.26,1.18,0.478672595
109,33767424,PUT,FALSE,17787.123,19108.358,20717.813,1.07,1.16,-0.084227802
10891,33783808,GET,TRUE,5179.28,11763.9,16020.212,2.27,3.09,-0.361811304
9350,33816576,GET,TRUE,5199.67,10973.466,6915.138,2.11,1.33,0.369831009
2745,33898496,GET,TRUE,5227.82,11717.765,6618.458,2.24,1.27,0.435177442
10453,33931264,GET,TRUE,5224.457,11674.944,6304.6,2.23,1.21,0.459988844
8837,33931264,GET,TRUE,5206.322,11344.38,7534.343,2.18,1.45,0.335852378
5228,33947648,GET,TRUE,5206.48,11589.101,5604.074,2.23,1.08,0.516435831
9763,33996800,GET,TRUE,5227.348,12195.786,7500.739,2.33,1.43,0.384972891
6277,33996800,GET,TRUE,5212.87,10553.699,5969.273,2.02,1.15,0.434390445
9267,33996800,GET,TRUE,5228.552,11555.521,6203.644,2.21,1.19,0.463144587
9697,34291712,GET,TRUE,5266.023,12493.035,5665.963,2.37,1.08,0.546470253
4159,34390016,GET,TRUE,5314.178,12438.219,5661.318,2.34,1.07,0.544844965
8333,34455552,GET,TRUE,5298.31,13072.661,7678.948,2.47,1.45,0.41259488
5133,34504704,GET,TRUE,5306.828,12669.056,7084.74,2.39,1.34,0.440783907
6525,34504704,GET,TRUE,5307.914,10534.39,7074.461,1.98,1.33,0.328441324
9745,34504704,GET,TRUE,5308.348,11872.334,5999.207,2.24,1.13,0.494690176
5268,34668544,GET,TRUE,5333.141,11277.874,6863.858,2.11,1.29,0.391387242
7608,34668544,GET,TRUE,5998.743,11129.176,6042.492,1.86,1.01,0.457058456
7571,34734080,GET,TRUE,5462.962,9387.966,6953.095,1.72,1.27,0.259360867
3806,34734080,GET,TRUE,5443.536,11275.519,5666.068,2.07,1.04,0.497489384
6884,34766848,GET,TRUE,5354.228,12470.152,7071.805,2.33,1.32,0.432901459
5838,34963456,PUT,FALSE,16975.636,19243.523,9777.06,1.13,0.58,0.49192983
5777,34963456,PUT,FALSE,17005.586,19411.952,9832.864,1.14,0.58,0.493463409
9148,35094528,GET,TRUE,5404.174,11938.93,6380.961,2.21,1.18,0.46553326
3542,35307520,GET,TRUE,5421.173,12247.771,11345.875,2.26,2.09,0.073637562
7684,35307520,PUT,FALSE,17243.29,19793.654,29185.274,1.15,1.69,-0.474476314
4183,35307520,GET,TRUE,5432.407,12743.767,6809.256,2.35,1.25,0.465679496
8648,35487744,GET,TRUE,5453.584,13125.319,7778.813,2.41,1.43,0.407342938
3175,35520512,GET,TRUE,5462.607,12469.204,7355.433,2.28,1.35,0.410112065
7738,35520512,GET,TRUE,5462.959,11978.032,18027.388,2.19,3.3,-0.505037555
5167,35569664,GET,TRUE,5473.651,11042.837,5793.473,2.02,1.06,0.475363713
7692,35569664,GET,TRUE,5467.246,12432.973,6264.953,2.27,1.15,0.496101777
9290,35733504,GET,TRUE,5494.62,11994.735,6658.894,2.18,1.21,0.444848594
4265,35913728,GET,TRUE,5627.15,13198.921,6630.16,2.35,1.18,0.49767409
6917,35946496,GET,TRUE,5526.06,12097.567,6640.796,2.19,1.2,0.451063507
9935,36192256,GET,TRUE,5569.856,13369.135,8644.598,2.4,1.55,0.353391375
10603,36552704,GET,TRUE,5603.996,12480.673,8205.29,2.23,1.46,0.342560293
3403,36585472,GET,TRUE,5611.714,13219.533,7252.038,2.36,1.29,0.451414963
1946,36601856,GET,TRUE,5615.278,13367.588,7582.993,2.38,1.35,0.432732891
3214,36601856,GET,TRUE,5619.374,12515.789,7465.883,2.23,1.33,0.403482833
4883,36683776,GET,TRUE,5623.575,12562.045,7514.264,2.23,1.34,0.401827967
6222,36683776,GET,TRUE,5629.552,13077.276,7184.782,2.32,1.28,0.450590322
5120,36683776,GET,TRUE,5626.246,11963.636,6131.259,2.13,1.09,0.487508731
7126,36683776,PUT,FALSE,17813.939,17903.564,22716.265,1.01,1.28,-0.268812455
6626,36683776,GET,TRUE,6121.685,13592.006,18242.835,2.22,2.98,-0.342173848
4114,36683776,GET,TRUE,5627.009,13205.428,7487.583,2.35,1.33,0.432992024
7672,36683776,GET,TRUE,5625.215,13208.298,5974.566,2.35,1.06,0.547665717
3217,36683776,GET,TRUE,5625.358,13267.54,7430.243,2.36,1.32,0.439968299
1029,36782080,GET,TRUE,5682.297,12488.481,7353.819,2.2,1.29,0.411151845
9049,36962304,GET,TRUE,5703.702,13712.365,8543.463,2.4,1.5,0.376951897
8429,36995072,GET,TRUE,5671.806,11509.156,7436.337,2.03,1.31,0.353876427
3612,37060608,GET,TRUE,5801.229,12403.645,6700.686,2.14,1.16,0.459780895
10395,37224448,GET,TRUE,5709.331,13884.054,17125.16,2.43,3,-0.233440896
6948,37552128,PUT,FALSE,18300.875,20769.643,15193.768,1.13,0.83,0.268462727
6163,37552128,GET,TRUE,5760.383,13030.661,7536.536,2.26,1.31,0.421630568
7669,37552128,GET,TRUE,5757.391,12518.921,7725.451,2.17,1.34,0.382898015
6947,37552128,GET,TRUE,5757.208,12060.278,7175.436,2.09,1.25,0.405035605
8004,37568512,GET,TRUE,5767.909,12087.312,6846.725,2.1,1.19,0.433560994
5514,37650432,GET,TRUE,5889.732,12804.449,6277.464,2.17,1.07,0.509743527
4029,37650432,PUT,FALSE,18253.337,21237.897,11357.522,1.16,0.62,0.465223793
7271,37650432,GET,TRUE,5885.67,13488.769,6539.579,2.29,1.11,0.515183409
6972,37650432,PUT,FALSE,18391.938,20897.224,11452.709,1.14,0.62,0.451950699
6265,37650432,GET,TRUE,5793.853,13307.337,18307.984,2.3,3.16,-0.375781195
6508,37814272,GET,TRUE,5814.447,13017.556,6380.354,2.24,1.1,0.509865446
7954,37928960,GET,TRUE,6515.975,11530.079,6860.439,1.77,1.05,0.404996358
6279,37928960,GET,TRUE,5816.022,13680.051,7825.834,2.35,1.35,0.427938244
1449,37994496,GET,TRUE,5826.521,15398.437,6698.097,2.64,1.15,0.565014488
9490,38092800,GET,TRUE,5839.368,11653.484,16401.122,2,2.81,-0.40740074
1920,38174720,GET,TRUE,5853.095,13798.571,7135.468,2.36,1.22,0.482883554
6732,38223872,GET,TRUE,5860.432,12717.33,16516.149,2.17,2.82,-0.298711994
10819,38322176,GET,TRUE,5877.685,13090.771,7125.589,2.23,1.21,0.455678432
6950,38338560,GET,TRUE,5878.565,13992.303,21741.967,2.38,3.7,-0.553851928
6814,38338560,GET,TRUE,5881.149,13219.794,7952.854,2.25,1.35,0.398413167
5962,38387712,GET,TRUE,5961.238,13465.513,18446.146,2.26,3.09,-0.369880672
5748,38617088,GET,TRUE,5920.686,14037.97,7532.826,2.37,1.27,0.463396346
9579,38699008,GET,TRUE,5946.893,12548.263,8515.683,2.11,1.43,0.321365595
10235,38699008,GET,TRUE,5934.624,13931.305,8363.035,2.35,1.41,0.399694788
9341,38699008,GET,TRUE,9463.96,14640.939,8887.337,1.55,0.94,0.392980396
8693,38699008,PUT,FALSE,18710.607,18996.057,10817.634,1.02,0.58,0.430532663
9842,39141376,GET,TRUE,6001.462,13493.373,6426.751,2.25,1.07,0.523710565
4188,39305216,GET,TRUE,6188.302,13609.892,6447.143,2.2,1.04,0.526289922
4754,39337984,GET,TRUE,6031.017,12739.601,8066.793,2.11,1.34,0.366793905
5498,39337984,GET,TRUE,6038.023,14662.296,7894.733,2.43,1.31,0.461562296
10888,39337984,GET,TRUE,6039.73,13060.952,9056.286,2.16,1.5,0.306613637
3707,39337984,GET,TRUE,6031.402,13709.911,12891.939,2.27,2.14,0.059662823
5296,39452672,GET,TRUE,6832.358,13316.125,6572.969,1.95,0.96,0.50639026
8041,39600128,GET,TRUE,6091.42,14210.583,19681.412,2.33,3.23,-0.384982727
4479,39895040,GET,TRUE,6137.442,13299.156,7077.449,2.17,1.15,0.467827206
5297,40566784,GET,TRUE,6702.075,13826.928,6656.074,2.06,0.99,0.518615126
7984,40615936,GET,TRUE,6237.301,15127.488,6667.534,2.43,1.07,0.559243808
8767,40828928,GET,TRUE,6276.842,13755.404,7616.64,2.19,1.21,0.446280167
3575,40910848,GET,TRUE,6272.156,13987.407,8320.543,2.23,1.33,0.405140424
2354,40943616,GET,TRUE,6292.294,13975.847,8229.805,2.22,1.31,0.411140878
10,40943616,GET,TRUE,6292.469,13256.223,8206.37,2.11,1.3,0.380942068
4127,41549824,GET,TRUE,6371.68,15370.493,7890.517,2.41,1.24,0.486645158
6050,41648128,GET,TRUE,6385.97,14499.798,7293.176,2.27,1.14,0.497015338
5020,41648128,GET,TRUE,6385.401,14450.355,7429.346,2.26,1.16,0.485871039
5218,41730048,GET,TRUE,6414.034,14480.179,8127.868,2.26,1.27,0.438690088
7782,41795584,GET,TRUE,6407.449,14734.524,7393.143,2.3,1.15,0.498243513
9874,41828352,GET,TRUE,6412.794,15227.703,20551.608,2.37,3.2,-0.349619703
2632,41828352,GET,TRUE,6444.235,14354.007,8324.424,2.23,1.29,0.420062704
8339,41893888,GET,TRUE,6971.855,25287.564,9224.669,3.63,1.32,0.635209267
10199,41893888,GET,TRUE,6421.897,15534.02,17381.736,2.42,2.71,-0.118946416
9474,41893888,GET,TRUE,6421.867,14268.72,7790.93,2.22,1.21,0.453985361
7111,41910272,GET,TRUE,6520.965,14850.722,7906.041,2.28,1.21,0.46763255
9762,41910272,GET,TRUE,6433.222,14004.799,9651.084,2.18,1.5,0.31087308
10852,41910272,GET,TRUE,6424.237,11936.049,6812.906,1.86,1.06,0.429215983
3627,41943040,GET,TRUE,6447.145,15670.508,8593.638,2.43,1.33,0.451604377
6989,41943040,GET,TRUE,6445.965,14081.664,12898.128,2.18,2,0.084048022
6847,41943040,GET,TRUE,6430.39,12974.979,8450.21,2.02,1.31,0.348730352
3925,41943040,GET,TRUE,6447.945,15276.401,8662.464,2.37,1.34,0.432951256
4734,41943040,GET,TRUE,6429.9,14530.145,19486.866,2.26,3.03,-0.341133623
4133,41943040,GET,TRUE,7369.613,15027.944,7314.065,2.04,0.99,0.513302352
3492,41943040,GET,TRUE,6430.574,14454.037,7600.88,2.25,1.18,0.474134458
9929,41959424,PUT,FALSE,20568.573,22696.774,14246.206,1.1,0.69,0.372324631
9412,41992192,GET,TRUE,6438.287,14809.308,9481.815,2.3,1.47,0.359739496
9831,42319872,GET,TRUE,6487.572,14188.56,9576.479,2.19,1.48,0.325056313
9080,42319872,GET,TRUE,14805.491,13495.951,9309.596,0.91,0.63,0.310193405
9155,42319872,GET,TRUE,6504.999,14235.522,9816.19,2.19,1.51,0.310443972
9225,42319872,GET,TRUE,6488.032,14513.514,7688.4,2.24,1.19,0.470259236
9943,42336256,GET,TRUE,6490.484,14492.702,10082.849,2.23,1.55,0.304280941
3853,42336256,GET,TRUE,6505.466,15271.498,8491.26,2.35,1.31,0.44397989
8632,42336256,GET,TRUE,7063.476,15999.307,7728.848,2.27,1.09,0.516926077
6112,42336256,GET,TRUE,6490.746,14516.673,8747.982,2.24,1.35,0.397383822
7601,42418176,GET,TRUE,6518.581,14468.582,8635.991,2.22,1.32,0.403121121
9198,42450944,GET,TRUE,6508.566,15628.059,9153.273,2.4,1.41,0.414305193
9199,42450944,GET,TRUE,6506.523,15546.409,7372.15,2.39,1.13,0.525797244
8514,42483712,GET,TRUE,6514.423,15871.317,7674.83,2.44,1.18,0.516433954
6610,42483712,GET,TRUE,6528.514,15438.21,8680.54,2.36,1.33,0.437723674
7933,42483712,GET,TRUE,6529.089,14575.907,8559.797,2.23,1.31,0.41274344
7209,42565632,GET,TRUE,6546.96,14187.42,8911.619,2.17,1.36,0.371864722
7744,42565632,GET,TRUE,6573.531,14614.676,17603.008,2.22,2.68,-0.204474735
6757,42565632,PUT,FALSE,20665.84,23319.779,12452.189,1.13,0.6,0.466024571
6008,42565632,PUT,FALSE,20597.883,24126.384,13621.91,1.17,0.66,0.435393634
3537,42565632,GET,TRUE,6530.132,14696.345,8380.335,2.25,1.28,0.429767401
2496,42680320,GET,TRUE,6551.16,14823.907,8549.477,2.26,1.31,0.423264258
6183,42975232,GET,TRUE,6587.827,14333.665,19583.969,2.18,2.97,-0.366291803
4912,42975232,GET,TRUE,6604.756,14770.344,19596.597,2.24,2.97,-0.326752918
4154,42975232,PUT,FALSE,20835.588,22481.427,12715.034,1.08,0.61,0.434420511
5067,42975232,GET,TRUE,6605.975,15062.547,20017.815,2.28,3.03,-0.328979422
8483,43171840,GET,TRUE,6618.855,15481.047,7744.317,2.34,1.17,0.499754958
8478,43171840,GET,TRUE,6618.26,12562.869,8264.245,1.9,1.25,0.342168974
9326,43171840,GET,TRUE,6620.44,12786.59,9841.49,1.93,1.49,0.230327241
10026,43171840,PUT,FALSE,21189.813,23809.956,14458.853,1.12,0.68,0.392739197
1299,43204608,GET,TRUE,6638.476,14797.196,8869.997,2.23,1.34,0.400562309
7419,43368448,GET,TRUE,6665.192,15280.78,8954.331,2.29,1.34,0.414013486
986,43368448,GET,TRUE,6665.676,15700.742,21257.015,2.36,3.19,-0.353886014
1703,43499520,PUT,FALSE,22483.879,22886.965,14022.924,1.02,0.62,0.387296481
8852,43499520,GET,TRUE,6686.124,14159.682,7331.749,2.12,1.1,0.482209487
7366,43876352,GET,TRUE,6726.02,15286.069,16906.791,2.27,2.51,-0.106026082
4993,43974656,GET,TRUE,6752.807,15275.397,7829.503,2.26,1.16,0.487443567
4339,43991040,GET,TRUE,6757.264,14919.191,7141.307,2.21,1.06,0.521334166
8532,44056576,GET,TRUE,6768.312,15020.317,18089.01,2.22,2.67,-0.204302812
4991,44171264,GET,TRUE,6915.743,14972.243,8700.525,2.16,1.26,0.418889675
8360,44220416,GET,TRUE,6781.729,14688.858,10015.426,2.17,1.48,0.318161698
4901,44335104,GET,TRUE,6811.874,15188.259,7903.253,2.23,1.16,0.479647206
8858,44974080,GET,TRUE,6895.406,15282.507,9946.507,2.22,1.44,0.349157373
10335,45023232,GET,TRUE,6915.033,16508.381,8448.625,2.39,1.22,0.488222073
6318,45056000,GET,TRUE,6928.456,15163.423,20527.681,2.19,2.96,-0.353762999
3337,45547520,GET,TRUE,6999.088,14737.925,8875.404,2.11,1.27,0.397784695
3339,45547520,GET,TRUE,6998.582,16626.973,9005.638,2.38,1.29,0.458371767
5515,45711360,GET,TRUE,7050.069,15795.99,7453.781,2.24,1.06,0.528121947
5151,45875200,GET,TRUE,7032.664,15571.433,7464.679,2.21,1.06,0.520617081
9377,45875200,GET,TRUE,7050.788,15201.523,9999.74,2.16,1.42,0.342188279
7474,45875200,GET,TRUE,7032.716,15228.021,15085.055,2.17,2.14,0.009388351
4970,45940736,GET,TRUE,7051.991,17024.395,8297.424,2.41,1.18,0.512615632
10904,45940736,GET,TRUE,7041.702,16544.161,10364.311,2.35,1.47,0.373536621
6451,45940736,GET,TRUE,7106.173,16943.591,9432.435,2.38,1.33,0.443303666
8819,45940736,GET,TRUE,7060.277,16856.462,7592.145,2.39,1.08,0.549600325
6856,45940736,GET,TRUE,7060.568,14371.243,9960.477,2.04,1.41,0.30691611
7868,45940736,GET,TRUE,7062.897,15195.02,7983.87,2.15,1.13,0.474573248
10189,46563328,GET,TRUE,7145.613,15626.959,10363.521,2.19,1.45,0.336817803
10188,46563328,GET,TRUE,7155.208,15963.933,10800.465,2.23,1.51,0.323445858
4380,46694400,GET,TRUE,7174.425,16940.13,9648.964,2.36,1.34,0.430407913
8554,46891008,GET,TRUE,7196.53,16261.589,10497.131,2.26,1.46,0.354483071
10946,46891008,GET,TRUE,7199.818,15570.645,10155.684,2.16,1.41,0.347767289
9322,46891008,PUT,FALSE,22850.262,24639.911,14832.584,1.08,0.65,0.398026072
8624,46891008,GET,TRUE,7199.718,14199.877,10856.731,1.97,1.51,0.235434856
3474,47087616,GET,TRUE,7229.875,16470.199,8802.984,2.28,1.22,0.465520483
4825,47087616,GET,TRUE,7232.614,16232.082,9442.826,2.24,1.31,0.418261564
7162,47087616,GET,TRUE,7234.372,16164.032,9312.801,2.23,1.29,0.42385656
9908,47185920,GET,TRUE,7251.69,17501.328,8452.165,2.41,1.17,0.517055791
685,47415296,GET,TRUE,7287.757,17001.626,9599.213,2.33,1.32,0.435394415
5559,47513600,GET,TRUE,7291.971,16240.451,8354.837,2.23,1.15,0.48555388
8873,47579136,GET,TRUE,7304.031,17949.937,22503.281,2.46,3.08,-0.25366908
6997,48513024,GET,TRUE,7438.895,25706.084,8568.954,3.46,1.15,0.666656578
7479,48742400,GET,TRUE,9120.69,17767.776,8688.54,1.95,0.95,0.510994511
5720,48840704,GET,TRUE,7486.229,17080.306,21447.055,2.28,2.86,-0.255659881
6039,48857088,GET,TRUE,7490.314,17068.465,8704.597,2.28,1.16,0.490018757
7695,48857088,GET,TRUE,7492.016,17629.051,14446.507,2.35,1.93,0.180528379
6848,48857088,GET,TRUE,7489.743,16879.841,9683.325,2.25,1.29,0.426337902
10175,48857088,PUT,FALSE,23979.386,28976.545,14921.043,1.21,0.62,0.4850648
3368,48857088,GET,TRUE,7492.863,17088.245,16783.44,2.28,2.24,0.017837116
5929,48955392,GET,TRUE,7507.881,17138.018,8712.53,2.28,1.16,0.491625578
3414,49315840,GET,TRUE,7560.566,16954.643,8646.353,2.24,1.14,0.490030371
8848,49496064,GET,TRUE,7587.539,16895.951,10648.301,2.23,1.4,0.369772024
9498,49545216,GET,TRUE,7594.364,16778.788,11200.39,2.21,1.47,0.33246728
9639,49545216,GET,TRUE,7594.157,18564.159,8885.835,2.44,1.17,0.521344597
2844,49577984,PUT,FALSE,25813.671,27586.113,14850.642,1.07,0.58,0.461662395
782,49577984,GET,TRUE,7614.536,16351.203,9865.7,2.15,1.3,0.396637666
2395,49577984,GET,TRUE,7600.092,17853.235,10068.041,2.35,1.32,0.436066293
6705,49774592,GET,TRUE,8576.698,18387.873,8712.938,2.14,1.02,0.526158463
3277,49774592,GET,TRUE,7631.423,16647.625,8693.18,2.18,1.14,0.477812601
7904,49790976,GET,TRUE,7731.632,16590.056,9990.565,2.15,1.29,0.397797994
10854,49807360,GET,TRUE,7635.296,16875.403,8824.217,2.21,1.16,0.477095925
6715,50216960,GET,TRUE,8910.125,17412.391,10219.863,1.95,1.15,0.41306952
6486,50216960,GET,TRUE,7710.081,18529.443,8730.783,2.4,1.13,0.52881568
4386,50348032,GET,TRUE,7718.288,17733.298,18611.025,2.3,2.41,-0.049495982
3102,50413568,GET,TRUE,7729.056,17331.961,9692.407,2.24,1.25,0.440778398
5689,50413568,PUT,FALSE,24426.236,113369.303,17245.905,4.64,0.71,0.84787853
3520,50413568,GET,TRUE,8173.677,17029.608,31462.689,2.08,3.85,-0.847528669
10778,50413568,PUT,FALSE,24459.056,29759.803,15010.362,1.22,0.61,0.495616218
3306,51003392,GET,TRUE,7818.135,18286.755,22329.554,2.34,2.86,-0.221077988
4477,51003392,GET,TRUE,7830.873,18487.815,9681.878,2.36,1.24,0.476310316
8398,51200000,GET,TRUE,8392.233,19194.565,11127.606,2.29,1.33,0.420273083
8079,51232768,GET,TRUE,9118.348,18608.519,31939.896,2.04,3.5,-0.716412574
3718,51249152,GET,TRUE,7899.438,18477.204,30759.275,2.34,3.89,-0.664714802
9259,51249152,GET,TRUE,7870.547,16753.579,11444.111,2.13,1.45,0.316915448
8667,51281920,GET,TRUE,7864.062,19517.088,11386.438,2.48,1.45,0.416591348
10376,51298304,GET,TRUE,7862.761,19438.766,11560.985,2.47,1.47,0.405261373
7993,51429376,GET,TRUE,7898.924,18564.079,9842.043,2.35,1.25,0.469834027
7463,51429376,GET,TRUE,7882.87,21911.664,10200.613,2.78,1.29,0.534466529
5016,51429376,GET,TRUE,7900.871,18703.561,8347.697,2.37,1.06,0.553684082
5178,51429376,GET,TRUE,7882.396,19208.47,30478.963,2.44,3.87,-0.586746003
3014,51478528,GET,TRUE,7905.568,17933.661,10425.8,2.27,1.32,0.41864631
640,51478528,GET,TRUE,7889.634,15934.137,10497.382,2.02,1.33,0.341201723
1852,51478528,GET,TRUE,7891.051,17710.022,22238.609,2.24,2.82,-0.255707587
2633,51478528,GET,TRUE,7891.031,18890.101,9927.665,2.39,1.26,0.47445146
377,51478528,GET,TRUE,7905.446,18814.394,16640.814,2.38,2.1,0.115527505
591,51478528,GET,TRUE,7890.979,17835.764,10905.007,2.26,1.38,0.388587615
2876,51478528,GET,TRUE,7906.325,18600.889,9474.811,2.35,1.2,0.490625905
1942,51478528,GET,TRUE,7903.908,17733.78,10986.499,2.24,1.39,0.380476187
113,51478528,GET,TRUE,7891.039,18897.326,10444.988,2.39,1.32,0.447276932
588,51478528,GET,TRUE,7906.748,17516.676,10606.313,2.22,1.34,0.394501959
1105,51478528,GET,TRUE,7890.209,18699.475,17891.271,2.37,2.27,0.043220679
1886,51478528,GET,TRUE,7889.766,14890.969,10449.608,1.89,1.32,0.298258696
1843,51478528,GET,TRUE,7890.377,16765.539,10649.964,2.12,1.35,0.364770557
1708,51478528,GET,TRUE,7907.445,19139.823,18380.987,2.42,2.32,0.039646971
2249,51478528,GET,TRUE,7906.734,18119.935,9810.038,2.29,1.24,0.458605232
1410,51478528,GET,TRUE,7904.529,16804.917,9964.077,2.13,1.26,0.407073715
2913,51478528,GET,TRUE,7890.404,17295.934,9852.47,2.19,1.25,0.430359182
1144,51478528,GET,TRUE,7907.196,17294.386,9641.747,2.19,1.22,0.442492668
1540,51478528,GET,TRUE,7890.868,18855.983,10088.928,2.39,1.28,0.464948181
2315,51478528,GET,TRUE,7910.626,18095.337,20074.133,2.29,2.54,-0.109353918
708,51478528,GET,TRUE,7907.228,17934.145,22240.637,2.27,2.81,-0.240128091
2297,51478528,GET,TRUE,7909.272,17502.011,9959.374,2.21,1.26,0.430958305
5298,51478528,PUT,FALSE,25052.449,28344.068,15662.972,1.13,0.63,0.447398588
4270,51527680,GET,TRUE,7914.727,18081.99,9819.395,2.28,1.24,0.456951641
8273,51576832,GET,TRUE,8456.605,15009.59,21418.609,1.77,2.53,-0.426994941
5349,51576832,GET,TRUE,7951.133,18886.363,9494.301,2.38,1.19,0.497293312
3297,51593216,GET,TRUE,7912.04,18589.037,9895.389,2.35,1.25,0.467676082
3418,51593216,GET,TRUE,7907.214,18958.048,9573.091,2.4,1.21,0.495038149
7511,51593216,GET,TRUE,7909.53,19230.265,9265.688,2.43,1.17,0.51817159
6136,51593216,GET,TRUE,7981.082,18340.395,9200.489,2.3,1.15,0.498348373
5129,51593216,GET,TRUE,7908.054,16949.699,8958.631,2.14,1.13,0.471457812
7462,51724288,PUT,FALSE,25239.453,29536,15526.995,1.17,0.62,0.474302715
384,52412416,GET,TRUE,8036.049,18119.497,10837.243,2.25,1.35,0.401901554
1924,52412416,GET,TRUE,8033.462,17957.279,10288.582,2.24,1.28,0.427052283
2230,52412416,GET,TRUE,8048.832,18004.953,10625.54,2.24,1.32,0.409854611
1060,52412416,GET,TRUE,8033.394,17530.621,9429.347,2.18,1.17,0.462121336
2694,52412416,GET,TRUE,8032.672,18424.704,10211.628,2.29,1.27,0.445764339
643,52412416,GET,TRUE,8033.245,18072.081,19875.345,2.25,2.47,-0.099781757
3062,52412416,GET,TRUE,8032.71,17919.828,20533.168,2.23,2.56,-0.145835105
541,52412416,GET,TRUE,8033.342,18953.63,11075.405,2.36,1.38,0.415657845
1056,52412416,GET,TRUE,8034.461,17705.698,9187.017,2.2,1.14,0.481126528
3017,52412416,GET,TRUE,8050.517,18968.05,11026.01,2.36,1.37,0.418706193
1465,52412416,GET,TRUE,8034.019,18194.528,8463.915,2.26,1.05,0.534809862
2882,52412416,GET,TRUE,8033.058,17425.854,9162.572,2.17,1.14,0.474196674
1314,52412416,GET,TRUE,8032.529,18258.696,10518.586,2.27,1.31,0.423913624
2681,52412416,GET,TRUE,8033.566,18953.156,10220.209,2.36,1.27,0.460764793
1710,52412416,GET,TRUE,8050.286,19012.349,11264.712,2.36,1.4,0.407505511
485,52412416,GET,TRUE,8032.207,17309.366,10897.763,2.15,1.36,0.370412354
322,52412416,GET,TRUE,8032.946,18040.126,10004.499,2.25,1.25,0.445430758
309,52412416,GET,TRUE,8033.437,16756.559,10779.502,2.09,1.34,0.356699547
1564,52477952,GET,TRUE,8064.369,18016.022,10232.672,2.23,1.27,0.432023784
