No,Size,Type,IsDegradeRead,replicas,nativeec,microec,NativeecTimes,MicroecTimes
322,52412416,GET,True,8032.946,18040.126,10004.499,2.25,1.25
3062,52412416,GET,True,8032.71,17919.828,20533.168,2.23,2.56
1924,52412416,GET,True,8033.462,17957.279,10288.582,2.24,1.28
8633,52477952,GET,True,8044.18,18219.522,32450.355,2.26,4.03
1564,52477952,GET,True,8064.369,18016.022,10232.672,2.23,1.27
4569,52592640,GET,True,8062.022,16756.281,10423.006,2.08,1.29
5150,52592640,GET,True,8072.166,18273.972,10651.581,2.26,1.32
991,52920320,GET,True,8127.581,18354.653,10787.044,2.26,1.33
6049,53280768,GET,True,8176.981,18191.999,10086.394,2.22,1.23
1403,53280768,GET,True,8187.24,18008.849,10909.149,2.2,1.33
10454,53395456,GET,True,8184.838,18166.368,12284.241,2.22,1.5
8885,53510144,GET,True,8201.635,20083.569,31929.85,2.45,3.89
10561,53641216,GET,True,8228.701,17857.81,11612.933,2.17,1.41
5343,53657600,GET,True,8241.443,18043.733,10957.674,2.19,1.33
2900,53903360,GET,True,8281.731,18722.601,10414.008,2.26,1.26
6162,53919744,GET,True,8264.249,17157.977,10960.677,2.08,1.33
4431,54067200,GET,True,8287.156,19487.96,9709.06,2.35,1.17
896,54394880,GET,True,8336.891,19052.273,10352.043,2.29,1.24
3472,54394880,GET,True,8404.346,20180.598,9637.684,2.4,1.15
9648,54394880,GET,True,8357.112,20485.468,12516.332,2.45,1.5
3057,54394880,GET,True,8354.002,18769.249,11182.649,2.25,1.34
6057,54394880,GET,True,8358.103,18069.103,8811.396,2.16,1.05
141,54394880,GET,True,8341.579,18634.911,10790.955,2.23,1.29
2926,54394880,GET,True,8337.722,18195.32,34413.356,2.18,4.13
5485,54394880,GET,True,8354.478,19555.848,10930.47,2.34,1.31
969,54394880,GET,True,8352.809,18631.185,34527.58,2.23,4.13
10014,54394880,GET,True,8348.54,17808.721,19136.145,2.13,2.29
4534,54394880,GET,True,8560.079,18964.728,18038.397,2.22,2.11
1512,54394880,GET,True,8352.814,18137.519,11141.898,2.17,1.33
1558,54394880,GET,True,8354.221,19925.803,10118.999,2.39,1.21
1271,54394880,GET,True,8354.322,18035.212,34512.035,2.16,4.13
5084,54394880,GET,True,8357.073,18459.835,21455.844,2.21,2.57
162,54394880,GET,True,8351.885,17277.019,10761.659,2.07,1.29
4740,54394880,GET,True,8353.919,19051.898,11109.531,2.28,1.33
8281,54394880,GET,True,8893.514,18335.742,10018.851,2.06,1.13
2112,54394880,GET,True,8352.494,18470.122,10893.824,2.21,1.3
709,54394880,GET,True,8337.933,18322.639,10239.88,2.2,1.23
952,54394880,GET,True,8336.823,18931.107,11137.304,2.27,1.34
2580,54394880,GET,True,8367.551,18682.173,11249.407,2.23,1.34
4592,54394880,GET,True,8762.044,18931.409,11167.585,2.16,1.27
6652,54394880,GET,True,8354.759,19396.424,9628.204,2.32,1.15
3396,54394880,GET,True,8354.607,18556.972,9572.868,2.22,1.15
7217,54394880,GET,True,8481.608,19454.382,10896.099,2.29,1.28
2208,54394880,GET,True,8336.785,18242.298,11719.622,2.19,1.41
7918,54394880,GET,True,8354.768,19283.419,9622.765,2.31,1.15
36,54394880,GET,True,8336.498,15204.664,17961.963,1.82,2.15
380,54394880,GET,True,8355.968,17018.152,11473.169,2.04,1.37
488,54394880,GET,True,8337.387,20179.624,34798.058,2.42,4.17
1611,54394880,PUT,False,28188.744,29963.854,16354.051,1.06,0.58
5700,54394880,GET,True,8358.842,19177.528,10703.362,2.29,1.28
2476,54394880,GET,True,8355.531,19121.986,10532.409,2.29,1.26
7378,54394880,GET,True,8352.402,18994.319,9345.813,2.27,1.12
2122,54394880,GET,True,8352.518,18757.723,11402.072,2.25,1.37
97,54394880,GET,True,8336.216,19267.204,34340.543,2.31,4.12
1520,54394880,GET,True,8353.412,19589.629,34675.386,2.35,4.15
3015,54394880,GET,True,8338.208,18442.293,11347.177,2.21,1.36
5609,54394880,GET,True,8356.984,19428.721,32504.082,2.32,3.89
4372,54394880,GET,True,8916.301,20147.057,11844.157,2.26,1.33
1557,54394880,GET,True,8369.478,18436.283,10593.195,2.2,1.27
836,54394880,GET,True,8361.518,19533.593,11203.959,2.34,1.34
520,54394880,GET,True,8337.271,19358.557,11282.082,2.32,1.35
1867,54394880,GET,True,8347.525,19269.112,11221.685,2.31,1.34
3473,54394880,GET,True,8386.553,19371.078,10771.453,2.31,1.28
2829,54394880,GET,True,8362.684,20070.344,11010.9,2.4,1.32
1059,54394880,GET,True,8337.959,19722.927,11400.241,2.37,1.37
2203,54394880,GET,True,8337.138,19345.2,33035.62,2.32,3.96
352,54394880,GET,True,8353.402,19661.115,10463.839,2.35,1.25
6776,54394880,GET,True,8433.06,18886.808,17715.36,2.24,2.1
9570,54394880,GET,True,8337.556,20531.486,9407.652,2.46,1.13
4389,54394880,GET,True,8337.707,27846.673,22266.154,3.34,2.67
2176,54394880,GET,True,8346.659,19061.459,11286.898,2.28,1.35
547,54394880,GET,True,8339.423,18501.964,10626.815,2.22,1.27
6730,54394880,GET,True,8337.347,19899.06,11624.22,2.39,1.39
6482,54394880,GET,True,8337.544,19198.785,8771.254,2.3,1.05
1111,54394880,PUT,False,28226.03,30380.391,17281.094,1.08,0.61
5817,54394880,GET,True,8390.542,18865.465,11199.431,2.25,1.33
8580,54394880,GET,True,8345.603,18727.853,12590.561,2.24,1.51
9734,54394880,GET,True,8362.469,18477.669,32913.798,2.21,3.94
6549,54394880,GET,True,8343.565,18160.919,21950.805,2.18,2.63
905,54394880,GET,True,8337.481,18457.27,10952.14,2.21,1.31
9363,54394880,GET,True,8339.237,18577.495,10054.616,2.23,1.21
2667,54394880,GET,True,8352.96,19715.052,33703.102,2.36,4.03
2295,54394880,PUT,False,28307.536,30945.667,14740.977,1.09,0.52
367,54394880,GET,True,8337.023,19882.252,19931.249,2.38,2.39
7998,54394880,GET,True,8349.885,20024.569,8742.763,2.4,1.05
5524,54394880,GET,True,8352.045,19413.443,9992.312,2.32,1.2
7219,54394880,GET,True,8504.433,18934.977,32372.814,2.23,3.81
2703,54394880,GET,True,8353.776,19207.708,11249.598,2.3,1.35
6516,54394880,GET,True,8352.997,19003.092,10645.761,2.28,1.27
1345,54394880,PUT,False,28284.381,31082.522,27387.032,1.1,0.97
1680,54394880,GET,True,8343.233,18613.394,11309.451,2.23,1.36
1658,54394880,GET,True,8356.723,19507.125,22916.291,2.33,2.74
2827,54394880,GET,True,8353.488,19266.338,10600.707,2.31,1.27
2469,54394880,GET,True,8337.127,19343.073,10945.358,2.32,1.31
1042,54394880,GET,True,8338.008,19397.046,9468.045,2.33,1.14
2711,54394880,GET,True,8880.982,18662.001,11369.656,2.1,1.28
2155,54394880,GET,True,8350.116,18337.651,10816.444,2.2,1.3
4443,54394880,GET,True,8339.27,19828.388,8777.051,2.38,1.05
848,54394880,PUT,False,28230.752,29780.612,17116.545,1.05,0.61
4414,54394880,GET,True,8353.978,19140.555,11075.142,2.29,1.33
1069,54394880,PUT,False,28220.57,30474.698,28320.802,1.08,1.0
379,54394880,GET,True,8337.21,19456.899,10788.587,2.33,1.29
7427,54394880,GET,True,8432.015,19649.138,32402.372,2.33,3.84
4514,54394880,GET,True,8344.959,18942.986,8834.299,2.27,1.06
1110,54394880,GET,True,8351.947,19631.765,10295.223,2.35,1.23
1178,54394880,GET,True,8348.457,20015.507,44690.451,2.4,5.35
5832,54394880,GET,True,8351.853,18102.458,9443.286,2.17,1.13
3655,54411264,GET,True,8357.799,19974.267,9445.619,2.39,1.13
10253,54542336,GET,True,8361.322,18613.972,8653.579,2.23,1.03
4869,54755328,GET,True,8394.841,17432.148,8675.241,2.08,1.03
121,55197696,GET,True,8474.425,19454.203,34593.981,2.3,4.08
771,55197696,GET,True,8475.213,20399.32,22184.882,2.41,2.62
4366,55361536,GET,True,8502.452,18998.23,11581.472,2.23,1.36
1306,55967744,GET,True,8577.448,20543.819,11656.035,2.4,1.36
2095,55967744,GET,True,8595.697,18553.62,11716.346,2.16,1.36
681,55967744,GET,True,8592.223,18816.132,10533.633,2.19,1.23
2704,55967744,GET,True,8596.58,20799.477,11159.129,2.42,1.3
78,55967744,GET,True,8593.424,20423.501,11973.451,2.38,1.39
9102,56475648,GET,True,8658.092,18905.363,13220.13,2.18,1.53
10442,56475648,GET,True,8672.886,21014.074,12743.434,2.42,1.47
3712,56688640,GET,True,8706.196,20593.496,9426.273,2.37,1.08
9390,57425920,GET,True,8819.76,21709.275,10780.036,2.46,1.22
2839,57720832,GET,True,8853.903,20065.258,35231.784,2.27,3.98
9718,57753600,GET,True,8868.642,18348.013,12903.81,2.07,1.45
10897,57769984,GET,True,8871.201,17874.544,10895.241,2.01,1.23
9372,57950208,GET,True,8903.64,19874.334,12156.772,2.23,1.37
7957,57982976,GET,True,8904.957,20128.812,10281.179,2.26,1.15
3719,58015744,GET,True,8909.2,19938.415,20489.255,2.24,2.3
5500,58015744,GET,True,8913.378,19739.075,11535.778,2.21,1.29
6171,58015744,GET,True,8910.937,19665.382,11847.708,2.21,1.33
8744,58015744,GET,True,8904.736,19833.359,24225.726,2.23,2.72
10895,58015744,GET,True,8906.355,21013.935,13509.817,2.36,1.52
5139,58015744,GET,True,8908.446,20714.822,33084.163,2.33,3.71
5476,58179584,GET,True,8935.294,20199.354,10418.84,2.26,1.17
8976,58245120,GET,True,8947.331,19598.186,10313.321,2.19,1.15
8794,58310656,GET,True,8953.934,18322.186,17627.671,2.05,1.97
9208,58621952,GET,True,8999.087,20554.831,33002.013,2.28,3.67
5001,58654720,GET,True,9962.216,19253.392,11686.395,1.93,1.17
3415,58834944,GET,True,9037.213,19725.25,11172.821,2.18,1.24
8032,58834944,GET,True,9112.898,21454.602,10344.055,2.35,1.14
9998,59572224,GET,True,9132.962,19855.958,13661.503,2.17,1.5
7811,59670528,GET,True,9147.261,21707.605,10209.261,2.37,1.12
7465,59670528,GET,True,9147.3,21881.91,11970.749,2.39,1.31
3539,59670528,GET,True,9148.235,20255.907,12192.145,2.21,1.33
8919,59719680,GET,True,9191.901,20045.926,9475.16,2.18,1.03
8917,60063744,GET,True,9206.628,20680.95,9605.545,2.25,1.04
6239,60620800,GET,True,9288.836,21247.812,9578.043,2.29,1.03
6238,60620800,GET,True,9291.469,20891.091,12159.755,2.25,1.31
5831,60817408,GET,True,9320.849,22139.574,12322.831,2.38,1.32
7197,60833792,GET,True,10132.3,21197.87,11649.432,2.09,1.15
5921,60981248,GET,True,9346.358,21511.532,33498.57,2.3,3.58
3820,60981248,GET,True,9346.029,22712.774,33347.311,2.43,3.57
8308,61014016,GET,True,9350.908,20914.727,10187.934,2.24,1.09
8285,61030400,GET,True,9914.698,20974.075,47013.221,2.12,4.74
9756,61046784,GET,True,9371.765,22504.342,14323.298,2.4,1.53
8774,61046784,GET,True,9356.2,19132.873,9996.773,2.04,1.07
8282,61063168,GET,True,9381.167,21000.846,12025.303,2.24,1.28
9317,61063168,GET,True,9927.4,20461.341,16832.03,2.06,1.7
9466,61095936,GET,True,9363.81,19044.224,33381.968,2.03,3.56
10709,61161472,GET,True,9372.882,20953.741,12885.112,2.24,1.37
7454,61243392,PUT,False,29790.764,33632.596,18403.876,1.13,0.62
4648,61358080,GET,True,9405.297,22095.356,33230.818,2.35,3.53
7391,61407232,GET,True,9597.67,22489.17,23745.959,2.34,2.47
7390,61407232,GET,True,9611.896,20962.954,33475.109,2.18,3.48
9620,61407232,GET,True,9410.566,21219.861,13157.645,2.25,1.4
5140,61407232,GET,True,9605.263,20899.638,24372.735,2.18,2.54
6910,62177280,GET,True,9672.422,20592.205,22390.77,2.13,2.31
10671,62308352,GET,True,9553.179,17649.794,11346.131,1.85,1.19
9592,62373888,GET,True,9559.44,20184.854,10723.753,2.11,1.12
6028,62373888,GET,True,9559.418,21706.929,12654.972,2.27,1.32
7745,62947328,PUT,False,30543.703,35082.285,24693.301,1.15,0.81
84,62947328,GET,True,9647.081,21733.634,11877.974,2.25,1.23
8861,63291392,GET,True,9702.056,23871.081,33787.483,2.46,3.48
7296,63422464,GET,True,9723.263,21720.7,10741.385,2.23,1.1
10829,63488000,GET,True,9730.052,23867.312,14502.269,2.45,1.49
9836,63488000,GET,True,9744.543,22558.465,10916.008,2.31,1.12
6223,63619072,GET,True,9753.28,23042.556,11304.731,2.36,1.16
8618,63848448,GET,True,9785.722,21070.958,20773.9,2.15,2.12
6024,64143360,GET,True,9847.467,22931.267,35173.59,2.33,3.57
10691,64471040,GET,True,9891.396,24056.343,11877.612,2.43,1.2
8289,64733184,GET,True,9937.522,24181.519,14715.871,2.43,1.48
8950,65454080,GET,True,10031.92,24043.32,34255.911,2.4,3.41
6132,65699840,GET,True,11360.049,22791.703,13351.608,2.01,1.18
7784,65699840,GET,True,10084.101,22875.308,10615.16,2.27,1.05
5655,65699840,GET,True,10084.542,21895.079,13414.089,2.17,1.33
4929,65699840,GET,True,11275.666,22947.943,11847.046,2.04,1.05
2406,65699840,GET,True,10086.469,24284.518,13422.0,2.41,1.33
5142,65699840,GET,True,10068.713,23063.582,11738.887,2.29,1.17
5357,65699840,GET,True,10074.29,22394.95,11780.363,2.22,1.17
1085,65699840,PUT,False,34155.328,36734.019,20318.564,1.08,0.59
4978,65699840,GET,True,10160.074,23998.286,13263.109,2.36,1.31
6935,65699840,GET,True,11479.912,22912.402,13418.723,2.0,1.17
7578,65699840,GET,True,10191.896,21937.679,11703.358,2.15,1.15
10591,65699840,PUT,False,32371.232,35987.398,21715.03,1.11,0.67
4565,65699840,GET,True,11368.555,22736.524,17782.147,2.0,1.56
7649,65699840,GET,True,10069.104,24129.038,12698.912,2.4,1.26
10481,65699840,PUT,False,32437.215,35355.039,19862.142,1.09,0.61
7690,65699840,GET,True,10157.08,22622.974,24722.73,2.23,2.43
2524,65699840,GET,True,10097.846,24126.724,13240.806,2.39,1.31
1562,65699840,GET,True,10068.804,23030.604,12181.888,2.29,1.21
3099,65699840,GET,True,10074.192,22739.143,11835.937,2.26,1.17
1152,65880064,GET,True,10113.38,23851.163,12599.352,2.36,1.25
2526,65880064,GET,True,10096.613,22467.897,13050.681,2.23,1.29
5022,65929216,GET,True,10125.204,23077.871,10659.301,2.28,1.05
8951,66191360,GET,True,10144.635,23085.506,24434.0,2.28,2.41
10815,66715648,GET,True,10224.449,24775.166,33997.415,2.42,3.33
3596,66945024,GET,True,10261.376,24218.507,11577.711,2.36,1.13
9623,66945024,GET,True,11497.589,22355.553,25748.979,1.94,2.24
5812,66945024,GET,True,10373.067,22770.082,19088.338,2.2,1.84
9219,66945024,GET,True,10269.662,23253.233,14892.654,2.26,1.45
8291,66945024,GET,True,10269.742,24566.631,26716.347,2.39,2.6
6940,66945024,GET,True,10260.553,22718.237,11813.141,2.21,1.15
9681,66945024,GET,True,10270.936,24468.867,15376.45,2.38,1.5
3416,66945024,GET,True,10263.949,23190.059,11926.967,2.26,1.16
8804,66994176,GET,True,10282.846,23157.186,12637.176,2.25,1.23
10718,67010560,GET,True,10283.704,24201.762,10799.913,2.35,1.05
8385,67092480,GET,True,10851.766,22068.236,26109.915,2.03,2.41
9388,67092480,GET,True,10300.592,21976.122,15293.386,2.13,1.48
8835,67092480,GET,True,10299.63,26070.699,35874.89,2.53,3.48
8418,67092480,GET,True,10837.192,23672.01,11204.221,2.18,1.03
1101,67305472,GET,True,10333.909,23407.95,36626.585,2.27,3.54
7330,67944448,GET,True,10529.925,20266.608,36541.85,1.92,3.47
5922,68304896,GET,True,11745.009,23678.035,25422.913,2.02,2.16
8133,68550656,GET,True,10517.759,24699.801,13828.151,2.35,1.31
9730,68599808,GET,True,10533.461,23754.136,15221.0,2.26,1.45
3758,68599808,GET,True,10529.799,24640.739,11014.561,2.34,1.05
5085,68943872,GET,True,10589.55,24208.708,13665.218,2.29,1.29
1054,68943872,GET,True,10580.638,23627.343,13307.428,2.23,1.26
5331,69206016,GET,True,10847.742,23496.807,13988.567,2.17,1.29
9182,69222400,GET,True,10620.096,22185.973,14930.707,2.09,1.41
7435,69238784,GET,True,10617.479,23915.998,13651.576,2.25,1.29
7970,69287936,GET,True,11231.792,24056.991,13685.462,2.14,1.22
4909,69550080,GET,True,10677.141,32294.198,14188.925,3.02,1.33
5005,70057984,GET,True,10752.333,23961.494,12618.549,2.23,1.17
5952,70074368,GET,True,10755.745,24438.79,14048.113,2.27,1.31
8172,70139904,PUT,False,34067.505,39894.164,26836.434,1.17,0.79
10344,70434816,GET,True,10806.994,24403.4,15440.015,2.26,1.43
9624,70451200,GET,True,10813.734,26204.212,15550.633,2.42,1.44
8740,70533120,GET,True,10820.957,26493.975,15668.315,2.45,1.45
10645,70549504,GET,True,10825.158,23915.077,15471.181,2.21,1.43
10077,70811648,GET,True,10857.265,23324.83,16017.138,2.15,1.48
10133,71237632,GET,True,10916.594,26570.187,15843.154,2.43,1.45
5639,71565312,GET,True,10966.592,24087.363,12500.406,2.2,1.14
7543,71811072,GET,True,11026.729,22411.124,25276.443,2.03,2.29
5489,72155136,GET,True,11058.143,24887.43,34603.942,2.25,3.13
6116,72155136,PUT,False,35130.12,40371.157,19251.965,1.15,0.55
7983,72204288,GET,True,11075.454,25004.852,14581.974,2.26,1.32
3204,72220672,GET,True,11164.962,25363.401,13681.217,2.27,1.23
8535,72679424,GET,True,11148.435,26759.372,16553.225,2.4,1.48
10173,72679424,GET,True,11149.214,27173.614,16703.642,2.44,1.5
9408,72679424,GET,True,11151.263,24522.396,33890.826,2.2,3.04
9642,72679424,GET,True,11138.149,25296.607,34389.238,2.27,3.09
8818,72679424,GET,True,11139.023,22595.59,16181.722,2.03,1.45
5434,72876032,GET,True,11168.494,26439.664,13089.023,2.37,1.17
6641,72876032,GET,True,11869.816,26451.291,21049.287,2.23,1.77
4717,72876032,GET,True,11871.85,25308.275,14641.435,2.13,1.23
3021,72876032,GET,True,11184.991,24868.296,15543.424,2.22,1.39
5074,72892416,GET,True,11171.216,26366.587,14916.353,2.36,1.34
8690,73416704,GET,True,11250.872,22504.286,16144.113,2.0,1.43
6259,73498624,GET,True,11263.598,25414.76,12819.003,2.26,1.14
7767,73515008,GET,True,11265.452,24485.505,13270.423,2.17,1.18
4141,73826304,GET,True,12280.879,24376.281,12869.464,1.98,1.05
7341,74235904,GET,True,11376.607,24758.473,14660.006,2.18,1.29
6542,74350592,GET,True,11405.679,26951.613,15060.181,2.36,1.32
8969,74366976,GET,True,11411.516,21613.295,11845.789,1.89,1.04
5109,74366976,GET,True,11396.389,26511.879,14897.699,2.33,1.31
8274,74366976,PUT,False,36647.898,41346.796,22963.049,1.13,0.63
3978,74366976,GET,True,11396.043,33898.714,15117.835,2.97,1.33
7634,74366976,GET,True,11396.915,26587.193,14885.103,2.33,1.31
10462,74760192,GET,True,15866.439,23518.07,35472.633,1.48,2.24
8254,74891264,GET,True,12034.89,26932.054,16541.995,2.24,1.37
9325,75448320,GET,True,11561.245,28167.951,18356.556,2.44,1.59
4611,75825152,GET,True,11640.219,25819.529,14832.182,2.22,1.27
4409,75890688,GET,True,11628.77,23920.414,13127.578,2.06,1.13
3744,75890688,GET,True,11630.858,26806.958,12177.086,2.3,1.05
6656,75956224,GET,True,13506.019,26678.916,26349.535,1.98,1.95
3895,75956224,GET,True,11640.878,28059.919,24528.945,2.41,2.11
7648,75988992,GET,True,13083.636,26770.517,15282.924,2.05,1.17
8977,75988992,GET,True,11661.622,28221.289,17111.86,2.42,1.47
4259,75988992,GET,True,11660.896,27148.526,15409.384,2.33,1.32
3309,75988992,GET,True,11660.751,25790.295,13497.519,2.21,1.16
3957,75988992,GET,True,11653.962,27225.464,15307.952,2.34,1.31
4928,75988992,GET,True,11652.257,25475.211,37355.235,2.19,3.21
4529,76054528,GET,True,11654.92,26311.022,15340.819,2.26,1.32
10862,76300288,GET,True,11711.196,26071.323,25748.469,2.23,2.2
7580,76349440,GET,True,11712.803,26509.216,35526.988,2.26,3.03
4134,76349440,GET,True,11699.202,26462.075,12269.486,2.26,1.05
4099,76349440,GET,True,11699.656,26142.902,13435.068,2.23,1.15
5863,76349440,GET,True,11714.52,27684.451,15474.049,2.36,1.32
7248,76349440,GET,True,11700.243,26339.299,15039.922,2.25,1.29
8332,76365824,GET,True,12263.127,26990.676,17579.623,2.2,1.43
10617,76365824,PUT,False,37607.725,44575.648,22967.317,1.19,0.61
4657,76447744,GET,True,11715.645,25211.29,15105.103,2.15,1.29
5708,76447744,GET,True,11732.499,27326.491,13107.75,2.33,1.12
6798,76709888,GET,True,11756.857,26994.396,13952.234,2.3,1.19
7127,76709888,GET,True,11756.473,26392.745,13191.716,2.24,1.12
5676,77398016,GET,True,11860.696,26431.145,38162.787,2.23,3.22
6110,77561856,GET,True,11900.866,27158.778,12415.782,2.28,1.04
8107,77578240,GET,True,11905.255,27105.379,12406.7,2.28,1.04
10437,77578240,GET,True,11887.342,26316.405,17254.3,2.21,1.45
8083,77578240,GET,True,11905.102,25716.097,26815.215,2.16,2.25
9719,77643776,GET,True,11913.638,25654.77,14576.16,2.15,1.22
7949,78118912,GET,True,13518.114,26583.08,15221.74,1.97,1.13
5914,78118912,GET,True,13509.642,26621.142,12463.93,1.97,0.92
7336,78118912,GET,True,11971.559,23019.806,15573.531,1.92,1.3
3063,78348288,GET,True,12021.582,26867.879,16720.745,2.23,1.39
844,78348288,GET,True,12006.182,24735.613,28736.365,2.06,2.39
3080,78348288,GET,True,12006.114,26526.322,15763.195,2.21,1.31
1655,78348288,GET,True,12011.495,25923.774,15779.7,2.16,1.31
7612,78364672,GET,True,12023.997,26551.456,12583.475,2.21,1.05
7751,78364672,GET,True,12009.096,28410.935,14555.499,2.37,1.21
5442,78364672,GET,True,12008.457,25671.222,15092.64,2.14,1.26
4432,78364672,GET,True,12153.283,25709.099,13537.456,2.12,1.11
6047,78364672,GET,True,12024.249,28768.083,15831.112,2.39,1.32
7052,78381056,GET,True,12012.21,26758.959,13855.299,2.23,1.15
8177,78381056,PUT,False,38066.936,46613.169,28581.236,1.22,0.75
4335,78495744,GET,True,12029.567,24286.242,15819.393,2.02,1.32
7198,78544896,GET,True,12037.277,28736.118,13910.439,2.39,1.16
8552,79560704,GET,True,12211.616,26366.438,36200.237,2.16,2.96
10219,79560704,GET,True,12207.269,23056.76,18294.608,1.89,1.5
3621,79806464,GET,True,12245.548,27309.098,14235.798,2.23,1.16
3231,80412672,GET,True,12331.627,27463.056,36183.349,2.23,2.93
7054,80412672,GET,True,12329.673,27426.173,12932.118,2.22,1.05
6189,80445440,GET,True,13849.689,29360.063,16010.802,2.12,1.16
10592,80691200,GET,True,12376.19,30402.509,12920.484,2.46,1.04
10001,81166336,GET,True,12452.385,27289.934,17127.236,2.19,1.38
6677,81870848,GET,True,12560.171,24837.381,14303.609,1.98,1.14
4757,82493440,PUT,False,40098.325,46237.514,26294.614,1.15,0.66
10062,82493440,GET,True,12641.697,28013.317,28360.601,2.22,2.24
9980,82493440,GET,True,12640.835,27888.032,15459.523,2.21,1.22
9609,82493440,GET,True,12641.674,28222.747,18996.912,2.23,1.5
4033,82493440,GET,True,12673.184,29466.038,27256.888,2.33,2.15
9349,82493440,GET,True,12645.19,30346.515,15176.472,2.4,1.2
8826,82493440,GET,True,13223.285,28387.236,14421.857,2.15,1.09
8922,82493440,GET,True,12646.244,28472.837,17786.751,2.25,1.41
4210,82493440,GET,True,12641.518,26980.761,13143.321,2.13,1.04
9522,82493440,GET,True,12644.833,26597.983,14907.112,2.1,1.18
7680,82493440,GET,True,12645.105,28142.404,35424.931,2.23,2.8
10470,82493440,GET,True,12644.832,24603.89,18334.361,1.95,1.45
4100,82493440,GET,True,12642.617,25733.782,13121.609,2.04,1.04
7414,82493440,GET,True,12643.504,29137.683,14884.22,2.3,1.18
9362,82493440,GET,True,12644.823,25867.816,16983.834,2.05,1.34
10132,82493440,GET,True,12642.902,27187.882,18144.865,2.15,1.44
10567,82493440,GET,True,12644.945,28487.096,15377.039,2.25,1.22
7190,82493440,GET,True,14221.109,27111.623,16619.081,1.91,1.17
8341,82493440,GET,True,12648.248,28292.915,14803.624,2.24,1.17
9384,82493440,GET,True,12643.965,28667.021,19246.691,2.27,1.52
9110,82493440,GET,True,12645.194,30546.097,14654.086,2.42,1.16
4119,82493440,GET,True,12643.849,25891.845,15919.302,2.05,1.26
10073,82493440,GET,True,12640.841,30958.117,15261.818,2.45,1.21
10791,82493440,GET,True,12642.711,28374.576,19312.947,2.24,1.53
9911,82493440,GET,True,12643.236,26480.142,19305.981,2.09,1.53
7228,82493440,PUT,False,40268.045,45781.06,23100.422,1.14,0.57
8806,82493440,GET,True,12644.212,30614.073,13928.414,2.42,1.1
8055,82493440,GET,True,12644.089,28420.802,24898.039,2.25,1.97
4515,82493440,PUT,False,40224.456,44374.284,42654.565,1.1,1.06
9057,82493440,GET,True,12641.614,30810.616,39037.591,2.44,3.09
9373,82493440,GET,True,12642.125,30750.115,36467.991,2.43,2.88
9946,82493440,GET,True,12640.712,26850.966,19068.595,2.12,1.51
8932,82493440,GET,True,12645.947,30468.592,36388.152,2.41,2.88
3611,82493440,GET,True,12643.985,30411.717,16661.568,2.41,1.32
7538,82493440,GET,True,12789.872,29849.297,13112.659,2.33,1.03
3481,82493440,GET,True,13733.985,28857.571,14654.597,2.1,1.07
4092,82493440,GET,True,12644.098,26214.23,16487.491,2.07,1.3
10010,82493440,GET,True,12643.135,28256.77,25324.001,2.23,2.0
8462,82493440,PUT,False,40759.068,44263.844,24862.39,1.09,0.61
8542,82493440,GET,True,12641.657,30698.583,18452.934,2.43,1.46
5692,82493440,PUT,False,40104.277,76563.767,34771.608,1.91,0.87
9928,82493440,GET,True,12675.953,30450.804,17121.286,2.4,1.35
10893,82493440,PUT,False,40645.347,46521.538,25918.46,1.14,0.64
5667,82493440,GET,True,13147.318,29131.912,15750.5,2.22,1.2
9723,82493440,GET,True,12640.708,27907.047,15605.6,2.21,1.23
8590,82493440,GET,True,12641.289,27521.21,18409.916,2.18,1.46
8879,82493440,GET,True,13042.175,28671.825,37294.995,2.2,2.86
3141,82493440,GET,True,12644.677,25824.11,38240.435,2.04,3.02
6755,82493440,GET,True,12791.113,27939.537,22906.274,2.18,1.79
9610,82493440,GET,True,12643.209,30389.994,13400.081,2.4,1.06
10459,82493440,GET,True,12644.742,26489.242,18586.521,2.09,1.47
9651,82493440,GET,True,12644.151,28563.003,15518.605,2.26,1.23
10602,82493440,GET,True,12642.973,27785.258,18604.24,2.2,1.47
8594,82493440,GET,True,12645.683,26393.472,29776.612,2.09,2.35
10210,82493440,GET,True,12673.711,28116.974,26175.443,2.22,2.07
10607,82493440,GET,True,12645.032,30321.543,36566.7,2.4,2.89
7505,82493440,GET,True,12643.984,29533.525,15787.789,2.34,1.25
10744,82493440,GET,True,12696.113,27981.073,15254.324,2.2,1.2
9002,82493440,GET,True,12646.388,25916.26,26097.234,2.05,2.06
10172,82493440,GET,True,12645.04,27124.714,18623.587,2.15,1.47
9708,82493440,GET,True,12643.227,27111.658,16738.976,2.14,1.32
8234,82493440,GET,True,12645.444,27906.391,26882.815,2.21,2.13
8369,82493440,GET,True,12646.602,27930.2,15525.839,2.21,1.23
9706,82493440,GET,True,12643.51,24242.98,15547.832,1.92,1.23
9541,82493440,GET,True,12645.783,30135.798,29227.268,2.38,2.31
9385,82493440,GET,True,12642.687,30917.416,36429.228,2.45,2.88
4588,82493440,PUT,False,40111.441,46100.95,25068.137,1.15,0.62
8344,82493440,GET,True,12642.77,30369.738,13239.489,2.4,1.05
8859,82493440,GET,True,12667.584,30572.725,18778.945,2.41,1.48
9048,82493440,GET,True,12641.81,26380.781,18715.781,2.09,1.48
10246,82509824,GET,True,12644.472,30420.297,29070.886,2.41,2.3
