writeMicroEC_CodingDescent, filename /tmp65536microec.dat, size 65536, loop 1000, storageClass 0, locationClass 0, monECSubStripeNum 4
CrailConstants.REPLICATION_FACTOR has changed to 5
MicroEC Coding Ready

networkSizeArray [8192, 12288, 16384]
starting benchmark...
replicas primary file /tmp65536microec.dat capacity 0
replicas slave file /tmp65536microec.datLQL0 capacity 0
replicas slave file /tmp65536microec.datLQL1 capacity 0
replicas slave file /tmp65536microec.datLQL2 capacity 0
replicas slave file /tmp65536microec.datLQL3 capacity 0
replicas slave file /tmp65536microec.datLQL4 capacity 0
CrailConstants.REPLICATION_FACTOR has changed to 5
Loop 649 [78978, 8255, 19402, 38223, 10556, 4456, 3400, 12418]
Loop 650 [52380, 5030, 10237, 30948, 5772, 4422, 3777, 5923]
Loop 651 [48993, 3730, 9512, 30264, 5864, 4383, 3618, 5257]
Loop 652 [49877, 3900, 9482, 31178, 6459, 4421, 3519, 5085]
Loop 653 [48321, 3876, 9229, 29687, 5200, 4393, 3274, 5325]
Loop 654 [48667, 3492, 9925, 29894, 5787, 4575, 3222, 5137]
Loop 655 [49934, 3915, 10182, 30216, 5408, 3792, 4163, 5403]
Loop 656 [113929, 3737, 9277, 94668, 6406, 4194, 3556, 5905]
Loop 657 [51261, 4799, 9623, 30974, 6643, 4322, 3090, 5430]
Loop 658 [48018, 3840, 8662, 30086, 6324, 3567, 3603, 5228]
Loop 659 [46376, 3763, 8021, 29019, 5848, 3838, 2611, 5368]
Loop 660 [45368, 3610, 9379, 26814, 4392, 2655, 3111, 5353]
Loop 661 [47315, 4946, 9437, 26878, 4468, 2868, 2794, 5845]
Loop 662 [46376, 3582, 9249, 28287, 5120, 3519, 2876, 5058]
Loop 663 [46392, 3820, 9113, 28115, 4840, 3637, 2865, 5112]
Loop 664 [49241, 6447, 9359, 27780, 6310, 2892, 2262, 5435]
Loop 665 [43905, 3842, 8884, 25641, 3977, 2985, 2205, 5317]
Loop 666 [43930, 4075, 8687, 25971, 4180, 2577, 2584, 4993]
Loop 667 [43468, 3863, 8761, 25423, 4152, 2628, 2306, 5217]
Loop 668 [45220, 3891, 9089, 26822, 5501, 2383, 2299, 5215]
Loop 669 [45923, 3687, 9271, 26730, 4711, 2885, 2327, 5931]
Loop 670 [45758, 4341, 8909, 26546, 4478, 2207, 2858, 5739]
Loop 671 [45535, 4303, 9170, 26572, 4473, 2685, 3019, 5053]
Loop 672 [51368, 4301, 8978, 32832, 4489, 8697, 3369, 5054]
Loop 673 [44633, 3760, 8859, 26527, 4466, 2659, 2750, 5278]
Loop 674 [43361, 3807, 8291, 25986, 4087, 2573, 2779, 5078]
Loop 675 [44648, 3740, 8908, 26460, 4269, 2724, 2845, 5343]
Loop 676 [44342, 3730, 8557, 26637, 3973, 3521, 2661, 5202]
Loop 677 [45646, 3644, 9540, 26890, 4708, 3546, 2422, 5356]
Loop 678 [46051, 4003, 8701, 27838, 4529, 3974, 2968, 5312]
Loop 679 [44849, 3907, 8539, 27063, 4294, 2952, 3113, 5122]
Loop 680 [44085, 3870, 8246, 26393, 4443, 2565, 2765, 5375]
Loop 681 [42300, 3972, 6930, 26068, 3925, 2625, 2758, 5122]
Loop 682 [42388, 3823, 6848, 26364, 4176, 2907, 2761, 5143]
Loop 683 [43722, 4419, 7228, 26513, 4451, 3191, 2286, 5349]
Loop 684 [43169, 3655, 7826, 26398, 4417, 3198, 2309, 5074]
Loop 685 [47290, 4802, 8536, 27977, 4984, 3565, 2730, 5700]
Loop 686 [44060, 4159, 7142, 27521, 4404, 3113, 3140, 5025]
Loop 687 [45415, 3905, 8149, 28081, 4700, 4006, 2807, 5079]
Loop 688 [43598, 3955, 7294, 27179, 4651, 3137, 2886, 4971]
Loop 689 [44385, 3693, 7163, 28081, 4822, 3539, 2994, 5250]
Loop 690 [42819, 3826, 7199, 26427, 3929, 3206, 2831, 5167]
Loop 691 [44418, 3656, 7805, 27599, 4521, 3768, 2495, 5143]
Loop 692 [42980, 3832, 7800, 26041, 4117, 3292, 2348, 5100]
Loop 693 [43793, 4091, 7246, 26604, 5084, 2891, 2259, 5635]
Loop 694 [43427, 3947, 7229, 26892, 4871, 3219, 2311, 5146]
Loop 695 [42421, 3625, 6772, 26594, 4320, 3168, 2350, 5211]
Loop 696 [42818, 3752, 7221, 26501, 4508, 2606, 2854, 5118]
Loop 697 [42850, 3881, 6661, 26088, 4307, 2457, 2696, 5906]
Loop 698 [43389, 3998, 7226, 26773, 4409, 2335, 3101, 5181]
Loop 699 [43396, 3551, 7083, 27506, 4475, 3242, 3062, 5025]
Loop 700 [44658, 4095, 7482, 27970, 4250, 3297, 3804, 4912]
Loop 701 [44475, 3620, 7995, 27500, 4736, 2802, 3205, 5151]
Loop 702 [44379, 3862, 7864, 27425, 4492, 3307, 2892, 5017]
Loop 703 [43685, 3756, 7153, 27344, 4572, 3649, 2506, 5230]
Loop 704 [42650, 3878, 7239, 26316, 4218, 3130, 2483, 5009]
Loop 705 [41842, 3892, 6439, 26356, 4217, 2605, 2772, 4943]
Loop 706 [42187, 3932, 6574, 26185, 4282, 3079, 2482, 5286]
Loop 707 [43594, 4091, 7163, 26588, 4328, 2729, 2929, 5537]
Loop 708 [42800, 3611, 6510, 26727, 4573, 2410, 3096, 5722]
Loop 709 [955065, 176741, 247532, 394417, 130766, 18924, 18797, 135830]
Loop 710 [168383, 6801, 66939, 87799, 21771, 23727, 19637, 6510]
Loop 711 [159084, 5062, 50671, 95754, 35257, 18424, 23439, 7243]
Loop 712 [140802, 6448, 41818, 86521, 21636, 24660, 21350, 5709]
Loop 713 [147719, 4814, 52131, 85097, 28733, 17766, 19957, 5318]
Loop 714 [136499, 4672, 43967, 82023, 21501, 18208, 23567, 5533]
Loop 715 [133653, 4139, 41219, 82748, 29065, 17945, 17204, 5251]
Loop 716 [151752, 4433, 56354, 84941, 28322, 20016, 17411, 5718]
Loop 717 [140573, 4407, 52980, 76845, 21416, 17725, 19163, 6067]
Loop 718 [132121, 4832, 43473, 77636, 21473, 19849, 18035, 5813]
Loop 719 [118672, 4215, 48951, 59880, 21420, 17208, 2433, 5307]
Loop 720 [80046, 4158, 41236, 29117, 5526, 2580, 2579, 5279]
Loop 721 [87602, 4122, 46697, 31211, 4903, 3047, 2469, 5337]
Loop 722 [92666, 4700, 52518, 29709, 5239, 2859, 2370, 5488]
Loop 723 [83170, 5055, 42512, 30027, 5502, 2694, 3565, 5351]
Loop 724 [79973, 4292, 41002, 28827, 5221, 2375, 2814, 5612]
Loop 725 [84817, 4364, 45535, 28796, 4911, 3394, 2491, 5896]
Loop 726 [79165, 3891, 40270, 28962, 4544, 2816, 3239, 5795]
Loop 727 [84094, 3851, 45409, 29127, 4911, 3101, 3069, 5453]
Loop 728 [85302, 4254, 46701, 28801, 4380, 3430, 2385, 5285]
Loop 729 [87719, 3968, 44111, 33966, 9299, 3992, 2226, 5407]
Loop 730 [79469, 3875, 40931, 29230, 4470, 3101, 2591, 5226]
Loop 731 [76303, 4246, 38086, 28513, 4659, 3165, 2386, 5242]
Loop 732 [80308, 4153, 40967, 29548, 5337, 3006, 2504, 5414]
Loop 733 [77963, 4060, 39507, 28698, 4708, 3041, 2343, 5479]
Loop 734 [90229, 6200, 45958, 32047, 5517, 4350, 2792, 5798]
Loop 735 [83396, 4713, 43447, 28999, 5270, 2495, 2645, 5984]
Loop 736 [82580, 4482, 42662, 29981, 5392, 2806, 3150, 5219]
Loop 737 [79564, 4315, 41098, 28849, 4663, 2815, 3063, 5052]
Loop 738 [78173, 4047, 39220, 29264, 4920, 2873, 2890, 5427]
Loop 739 [78673, 4005, 40402, 28933, 4293, 3192, 2786, 5125]
Loop 740 [84560, 3788, 41182, 34115, 4990, 8364, 2654, 5244]
Loop 741 [46660, 4118, 8169, 28872, 4695, 3495, 2263, 5272]
Loop 742 [43014, 3714, 7419, 26500, 4404, 2938, 2422, 5176]
Loop 743 [44303, 3578, 7830, 27478, 4692, 3470, 2477, 5197]
Loop 744 [44752, 3647, 7313, 28249, 4170, 3262, 2534, 5334]
Loop 745 [43872, 3903, 7439, 27005, 4587, 3315, 2396, 5301]
Loop 746 [42952, 3561, 6694, 27277, 4373, 3249, 2725, 5210]
Loop 747 [44902, 3852, 6721, 28869, 4921, 3307, 2368, 5251]
Loop 748 [43850, 3817, 6972, 27586, 5134, 3098, 2407, 5234]
Loop 749 [43290, 4023, 7220, 26543, 4781, 2468, 2364, 5277]
Loop 750 [50570, 4683, 9300, 30659, 4855, 3590, 3004, 5713]
Loop 751 [54108, 4774, 7812, 35660, 6513, 3552, 4658, 5614]
Loop 752 [52119, 4792, 10486, 31457, 4682, 3365, 2901, 5181]
Loop 753 [51181, 4953, 8933, 31407, 6607, 3708, 2585, 5667]
Loop 754 [48389, 4574, 8643, 29365, 4821, 3693, 2525, 5592]
Loop 755 [46389, 4058, 7871, 28981, 4504, 3428, 2461, 5258]
Loop 756 [47692, 4438, 8198, 29351, 4564, 3134, 2544, 5488]
Loop 757 [49549, 4823, 8844, 30049, 5329, 3643, 2422, 5572]
Loop 758 [43821, 3721, 7781, 27223, 4874, 3161, 2388, 4902]
Loop 759 [47124, 3688, 8119, 29759, 5624, 2427, 2661, 5343]
Loop 760 [44075, 3947, 7702, 26986, 4402, 3440, 2387, 5257]
Loop 761 [45488, 3650, 7362, 28827, 5346, 3224, 2524, 5374]
Loop 762 [48623, 4911, 8157, 29302, 4758, 3436, 2898, 6033]
Loop 763 [43932, 3704, 7420, 27535, 4688, 3172, 2975, 5060]
Loop 764 [44064, 3684, 7477, 27545, 4888, 2948, 2810, 5131]
Loop 765 [46278, 3698, 7581, 29402, 4793, 3253, 2688, 5389]
Loop 766 [44673, 3583, 7778, 27973, 5010, 3455, 2887, 5100]
Loop 767 [55291, 6392, 11579, 31273, 5092, 3387, 2943, 5808]
Loop 768 [49685, 4877, 8878, 30201, 4847, 3389, 2895, 5493]
Loop 769 [43878, 3608, 7664, 27421, 4195, 3433, 3026, 4971]
Loop 770 [47037, 3809, 8305, 29647, 4642, 3400, 2996, 5051]
Loop 771 [46216, 3902, 8208, 28747, 5119, 3153, 2326, 5111]
Loop 772 [43117, 3737, 7303, 26707, 4529, 3152, 2363, 5167]
Loop 773 [44390, 3734, 8191, 27124, 5319, 2617, 2349, 5138]
Loop 774 [46674, 3976, 8135, 28875, 4968, 2922, 2381, 5479]
Loop 775 [43804, 3890, 6977, 27227, 5011, 3378, 2399, 5444]
Loop 776 [44484, 3867, 7302, 27706, 4751, 2948, 2988, 5418]
Loop 777 [46057, 3739, 7599, 29270, 4523, 3167, 3047, 5227]
Loop 778 [43605, 3663, 7263, 27492, 4380, 3283, 3380, 5006]
Loop 779 [51599, 4866, 9104, 31452, 6046, 2909, 3137, 5873]
Loop 780 [49502, 4959, 8392, 29866, 5216, 2933, 2911, 6032]
Loop 781 [49834, 4490, 9177, 29821, 5194, 3456, 2763, 6136]
Loop 782 [47506, 4442, 8473, 28962, 5133, 3263, 2323, 5393]
Loop 783 [52687, 4618, 8374, 34082, 5079, 3654, 2230, 5356]
Loop 784 [55740, 4539, 8157, 37018, 4888, 3119, 2469, 5776]
Loop 785 [58470, 4724, 8016, 39401, 5612, 2642, 2336, 6099]
Loop 786 [60668, 4586, 8451, 41375, 4879, 3405, 4000, 6013]
Loop 787 [53805, 5461, 8421, 34037, 5732, 3163, 3604, 5668]
Loop 788 [50936, 3981, 7385, 34371, 4562, 2948, 3659, 4973]
Loop 789 [53593, 4270, 6871, 37117, 4958, 3270, 3139, 5097]
Loop 790 [49455, 3832, 6525, 33658, 4383, 3143, 2804, 5253]
Loop 791 [77417, 4031, 7312, 59868, 4532, 3379, 29428, 5819]
Loop 792 [57240, 4439, 9583, 37572, 5941, 4037, 2499, 5446]
Loop 793 [54915, 4249, 8580, 36244, 5473, 3130, 2720, 5620]
Loop 794 [53802, 4326, 8556, 35169, 4796, 3428, 2385, 5550]
Loop 795 [58351, 4577, 10178, 37699, 5482, 3371, 2328, 5699]
Loop 796 [55700, 4540, 9784, 35556, 4693, 3224, 3147, 5513]
Loop 797 [61009, 4969, 11142, 37232, 5444, 3608, 2854, 7486]
Loop 798 [55484, 4795, 9215, 36006, 4897, 3381, 3906, 5282]
Loop 799 [53981, 4011, 8743, 35809, 4693, 3357, 3242, 5232]
Loop 800 [64988, 5826, 10693, 42777, 6403, 3527, 4042, 5365]
Loop 801 [53834, 4876, 8996, 34198, 4834, 2972, 2643, 5571]
Loop 802 [52203, 4414, 8982, 33155, 5054, 2783, 2761, 5453]
Loop 803 [47961, 3701, 8338, 30626, 4745, 2960, 2830, 5110]
Loop 804 [52904, 4699, 8884, 33296, 5091, 2422, 2514, 5409]
Loop 805 [51960, 4485, 8934, 33094, 5151, 2998, 2666, 5196]
Loop 806 [53628, 4883, 9064, 33537, 4850, 3000, 3257, 5932]
Loop 807 [52244, 4336, 8590, 33359, 4949, 3070, 3129, 5719]
Loop 808 [54660, 5381, 9902, 33892, 4857, 3415, 3090, 5308]
Loop 809 [54898, 3909, 11077, 34399, 5009, 3312, 3401, 5307]
Loop 810 [50168, 4187, 8363, 32324, 4527, 3128, 3282, 5113]
Loop 811 [50370, 3955, 8957, 31979, 4610, 2893, 2731, 5277]
Loop 812 [50419, 4565, 8548, 31829, 4105, 3073, 2627, 5273]
Loop 813 [52274, 4221, 9751, 32766, 5236, 3795, 2550, 5339]
Loop 814 [48216, 4051, 7906, 30840, 4494, 2820, 3584, 5233]
Loop 815 [48486, 3899, 8482, 30774, 4373, 3180, 3759, 5136]
Loop 816 [55953, 3947, 8694, 36603, 4936, 4247, 3315, 6494]
Loop 817 [51160, 4440, 8628, 32436, 4930, 3294, 3159, 5463]
Loop 818 [46559, 3675, 8046, 29105, 4079, 3570, 2782, 5482]
Loop 819 [50034, 4330, 9169, 31097, 4764, 3235, 2514, 5251]
Loop 820 [45736, 3709, 8308, 28493, 4141, 2900, 2493, 5012]
Loop 821 [48306, 3995, 8491, 30348, 4757, 3213, 2244, 5225]
Loop 822 [111452, 4619, 8942, 91297, 57260, 9904, 2963, 6249]
Loop 823 [50696, 4680, 9143, 31645, 4684, 3178, 3207, 5020]
Loop 824 [48295, 3801, 8900, 30153, 4936, 3032, 3923, 5239]
Loop 825 [48797, 3898, 7826, 31809, 4852, 3031, 3063, 5082]
Loop 826 [45393, 3704, 7813, 28469, 4452, 3238, 3034, 5205]
Loop 827 [46411, 3738, 8417, 28827, 4355, 3166, 3287, 5246]
Loop 828 [48657, 3885, 8794, 30438, 4977, 3059, 2581, 5316]
Loop 829 [45118, 3881, 7907, 27814, 4978, 2334, 2507, 5317]
Loop 830 [45497, 3851, 7644, 28395, 4868, 2469, 3009, 5336]
Loop 831 [48090, 3997, 8182, 30344, 4699, 3213, 2361, 5384]
Loop 832 [44675, 3616, 7409, 27899, 4359, 2789, 2484, 5522]
Loop 833 [45159, 3736, 7331, 28498, 4258, 2488, 3090, 5381]
Loop 834 [47128, 3712, 7799, 29995, 4622, 2801, 3022, 5441]
Loop 835 [46229, 3791, 9292, 28069, 4247, 2777, 3314, 4878]
Loop 836 [45426, 3842, 7714, 28525, 4572, 2956, 3419, 5155]
Loop 837 [49097, 3871, 9257, 30635, 4695, 2839, 3025, 5142]
Loop 838 [45232, 3934, 7886, 28160, 4366, 3465, 2607, 5072]
Loop 839 [44716, 3680, 8666, 27006, 4026, 3257, 2303, 5165]
Loop 840 [47012, 3731, 8416, 29505, 4188, 3206, 2598, 5173]
Loop 841 [45895, 3854, 8324, 28300, 4923, 3163, 2234, 5230]
Loop 842 [43788, 3695, 7660, 26985, 4550, 3104, 2344, 5250]
Loop 843 [48654, 4266, 7853, 29852, 4832, 3489, 2263, 6396]
Loop 844 [45309, 4139, 8362, 27344, 4095, 3154, 2828, 5242]
Loop 845 [45225, 4047, 8319, 27666, 4605, 3403, 2364, 5003]
Loop 846 [47461, 3886, 8568, 29485, 4304, 2682, 3118, 5331]
Loop 847 [44582, 3915, 8204, 27294, 4947, 2796, 2287, 4977]
Loop 848 [43773, 3712, 7940, 26768, 4665, 3007, 2200, 5134]
Loop 849 [46695, 3899, 8115, 29083, 4649, 3324, 2197, 5372]
Loop 850 [46348, 4106, 8916, 27742, 4449, 3525, 3172, 5396]
Loop 851 [45394, 3681, 8788, 27573, 4551, 3124, 2835, 5169]
Loop 852 [47469, 3780, 8870, 29416, 4727, 3180, 2790, 5198]
Loop 853 [49199, 4879, 9953, 28699, 5000, 3073, 2418, 5387]
Loop 854 [44908, 4272, 9239, 25986, 4222, 2662, 2307, 5172]
Loop 855 [46544, 3730, 8992, 28400, 4603, 2989, 2461, 5226]
Loop 856 [46225, 4048, 9117, 27568, 4751, 3503, 2646, 5242]
Loop 857 [48960, 4169, 8245, 30995, 4623, 2771, 2221, 5354]
Loop 858 [47621, 4610, 8640, 29039, 4465, 3096, 2555, 5117]
Loop 859 [43542, 3860, 7600, 26600, 4847, 2528, 2448, 5294]
Loop 860 [43425, 3894, 7304, 26924, 4683, 3353, 2309, 5104]
Loop 861 [46578, 3735, 8406, 28868, 4668, 3320, 2258, 5371]
Loop 862 [44069, 3794, 8288, 26193, 4109, 2606, 2504, 5599]
Loop 863 [44223, 3684, 8131, 26925, 4315, 3394, 2508, 5272]
Loop 864 [46263, 3821, 7850, 29349, 4621, 3162, 3057, 5040]
Loop 865 [43534, 4008, 8522, 25675, 3849, 2710, 2506, 4931]
Loop 866 [42481, 3824, 7358, 26055, 3830, 3109, 2302, 5064]
Loop 867 [46488, 3833, 8461, 28834, 4571, 3263, 2270, 5158]
Loop 868 [43658, 3720, 7555, 26959, 5077, 2816, 2246, 5234]
Loop 869 [43251, 3766, 7711, 26508, 4905, 2724, 2226, 5052]
Loop 870 [46128, 3974, 7873, 28605, 5284, 2340, 2280, 5417]
Loop 871 [44317, 3993, 7777, 27215, 5110, 3252, 2169, 5139]
Loop 872 [47170, 4447, 9093, 27912, 4706, 2130, 2932, 5532]
Loop 873 [48385, 4612, 9584, 28546, 4764, 2549, 3012, 5453]
Loop 874 [45096, 3751, 8022, 27960, 4300, 2607, 2732, 5166]
Loop 875 [45037, 3802, 8345, 27608, 4926, 3585, 2427, 5096]
Loop 876 [46068, 3940, 8156, 28448, 4153, 3533, 2235, 5321]
Loop 877 [45727, 3827, 7694, 28672, 4842, 3412, 2244, 5314]
Loop 878 [43322, 3839, 7647, 26560, 4879, 2971, 2237, 5060]
Loop 879 [47182, 4070, 8200, 29240, 4755, 3425, 2607, 5490]
Loop 880 [44236, 3750, 8188, 26800, 4656, 2899, 2564, 5296]
Loop 881 [47628, 4653, 8287, 28897, 4357, 3032, 2742, 5592]
Loop 882 [48034, 4458, 8577, 29214, 5488, 2709, 2927, 5573]
Loop 883 [46230, 4733, 8750, 27105, 4594, 3261, 2941, 5386]
Loop 884 [46919, 4711, 9493, 27154, 4728, 2731, 2899, 5346]
Loop 885 [48079, 4341, 8664, 29700, 4691, 3431, 2940, 5130]
Loop 886 [45044, 4832, 8507, 26262, 4421, 3142, 2296, 5231]
Loop 887 [42552, 3768, 7793, 25659, 3887, 2721, 2303, 5112]
Loop 888 [45262, 4073, 8133, 27725, 3940, 2748, 2450, 5110]
Loop 889 [47143, 3875, 7662, 30329, 3940, 3157, 2249, 5090]
Loop 890 [43943, 3661, 7582, 27125, 4292, 2907, 3186, 5379]
Loop 891 [45313, 3965, 7584, 28370, 4684, 3003, 2247, 5211]
Loop 892 [42117, 3743, 7063, 25855, 4533, 2284, 2364, 5257]
Loop 893 [42641, 3781, 8169, 25344, 4136, 2611, 2279, 5124]
Loop 894 [44962, 4248, 7462, 27790, 4509, 2534, 2462, 5259]
Loop 895 [42586, 3747, 7278, 26313, 4854, 2344, 2221, 5061]
Loop 896 [43776, 3826, 7649, 26686, 4717, 3097, 2263, 5402]
Loop 897 [46548, 4099, 7742, 28881, 4746, 2933, 2709, 5559]
Loop 898 [44637, 4132, 7526, 27445, 4507, 2577, 3648, 5351]
Loop 899 [43181, 3678, 7216, 27241, 4692, 3077, 2908, 4859]
Loop 900 [45193, 3723, 7227, 28945, 4689, 3000, 2895, 5109]
Loop 901 [44678, 4495, 8047, 26713, 5232, 3119, 2210, 5215]
Loop 902 [43528, 3790, 7606, 26486, 5058, 2576, 2277, 5464]
Loop 903 [45795, 3702, 8002, 28560, 4515, 3433, 2204, 5335]
Loop 904 [43029, 3673, 7362, 26686, 4704, 2202, 3058, 5125]
Loop 905 [44975, 3691, 8680, 27121, 4659, 3106, 2722, 5276]
Loop 906 [46697, 3903, 7613, 29462, 4761, 3475, 2762, 5531]
Loop 907 [45436, 3785, 7142, 29095, 4506, 3091, 3446, 5179]
Loop 908 [44849, 4129, 8016, 27317, 4557, 3690, 2360, 5192]
Loop 909 [45379, 3774, 7486, 28773, 4634, 3371, 2280, 5119]
Loop 910 [42744, 3665, 8134, 25689, 3979, 2769, 2268, 5068]
Loop 911 [42985, 3669, 7541, 26350, 4170, 2926, 2337, 5201]
Loop 912 [48414, 4268, 7292, 31508, 4409, 3336, 2255, 5155]
Loop 913 [43901, 3575, 7901, 27000, 4712, 3456, 2235, 5212]
Loop 914 [42807, 3588, 7576, 26347, 4931, 2330, 2468, 5103]
Loop 915 [46705, 4078, 8119, 28762, 4737, 3394, 2329, 5552]
Loop 916 [43829, 3632, 7528, 26859, 4485, 3013, 2555, 5619]
Loop 917 [44172, 3896, 7546, 27213, 4381, 2886, 3015, 5298]
Loop 918 [57443, 3740, 19410, 28843, 4836, 2817, 2927, 5246]
Loop 919 [44304, 3780, 8182, 27005, 4254, 3110, 2959, 5112]
Loop 920 [44471, 3608, 8285, 27477, 4783, 3015, 3036, 4909]
Loop 921 [55776, 3967, 17559, 28911, 4532, 2722, 2858, 5118]
Loop 922 [42698, 3819, 7063, 26734, 4341, 2889, 2958, 4892]
Loop 923 [43388, 3634, 7741, 26785, 4012, 2957, 3080, 5017]
Loop 924 [46571, 4005, 8040, 29236, 4692, 2840, 3366, 5061]
Loop 925 [44772, 4139, 8329, 27058, 4741, 2728, 2780, 5065]
Loop 926 [43669, 3649, 8125, 26541, 4294, 2895, 2749, 5140]
Loop 927 [58354, 3900, 20293, 28833, 4410, 2920, 2570, 5134]
Loop 928 [43700, 3943, 8136, 26202, 3555, 2576, 2486, 5207]
Loop 929 [44803, 4168, 7851, 26917, 4723, 3163, 2462, 5664]
Loop 930 [45575, 3834, 7576, 28704, 4293, 2851, 2672, 5268]
Loop 931 [44375, 3682, 7834, 27495, 4596, 3318, 2868, 5183]
Loop 932 [43140, 3503, 7095, 27150, 4330, 2905, 3036, 5201]
Loop 933 [56513, 3719, 17703, 29767, 4620, 3281, 2982, 5132]
Loop 934 [43603, 3837, 7406, 26864, 4242, 2801, 3235, 5288]
Loop 935 [46535, 3771, 7327, 30208, 4532, 3089, 2815, 5027]
Loop 936 [58671, 4925, 18692, 29511, 5296, 2915, 2692, 5313]
Loop 937 [43791, 3846, 8268, 26292, 3825, 3059, 2772, 5169]
Loop 938 [42415, 3651, 6720, 26541, 3991, 3363, 2361, 5276]
Loop 939 [57494, 4596, 17652, 29795, 4622, 3913, 2527, 5251]
Loop 940 [43115, 3758, 6960, 26824, 3901, 3653, 2382, 5377]
Loop 941 [43435, 3703, 7357, 26925, 4483, 3453, 2240, 5245]
Loop 942 [56176, 4030, 18195, 28627, 4276, 3654, 2319, 5128]
Loop 943 [43197, 3768, 7263, 26976, 4336, 3562, 2274, 4994]
Loop 944 [44470, 4069, 7558, 27180, 4320, 2767, 3684, 5464]
Loop 945 [46565, 4061, 7900, 29411, 4543, 2361, 3741, 5003]
Loop 946 [43852, 3888, 7774, 26961, 4351, 2913, 3096, 5044]
Loop 947 [43886, 3681, 8093, 26818, 4208, 2843, 2995, 5075]
Loop 948 [46451, 3741, 8311, 29013, 4669, 3329, 2440, 5179]
Loop 949 [43578, 3828, 7900, 26451, 4025, 3019, 2778, 5215]
Loop 950 [43219, 3755, 7840, 26413, 4108, 3355, 2336, 5024]
Loop 951 [46681, 4231, 8203, 28739, 4827, 3209, 2299, 5320]
Loop 952 [44131, 3627, 7435, 27341, 4805, 3419, 2588, 5467]
Loop 953 [44407, 4297, 7292, 26968, 4398, 3262, 2671, 5659]
Loop 954 [45787, 4021, 7969, 28635, 4706, 2766, 2788, 4961]
Loop 955 [44621, 3726, 8181, 27607, 4641, 3154, 2922, 4924]
Loop 956 [43894, 3719, 7929, 27227, 4371, 2973, 3305, 4825]
Loop 957 [44990, 3701, 6880, 29188, 4930, 2919, 2854, 5042]
Loop 958 [42423, 4014, 7452, 25658, 3862, 2809, 2447, 5103]
Loop 959 [43282, 3674, 7445, 26611, 4381, 2914, 2633, 5368]
Loop 960 [46651, 4021, 8284, 28652, 4758, 3226, 2284, 5488]
Loop 961 [42377, 3618, 7174, 26335, 4651, 2389, 2782, 5036]
Loop 962 [43569, 3543, 7719, 26870, 4504, 3065, 2562, 5252]
Loop 963 [45173, 3692, 7367, 28386, 4609, 3174, 2197, 5526]
Loop 964 [42119, 3598, 6826, 26256, 4443, 2420, 2783, 5236]
Loop 965 [43845, 3783, 7209, 27572, 4792, 3174, 3002, 5089]
Loop 966 [55663, 3661, 17113, 29374, 4990, 2597, 2958, 5287]
Loop 967 [44216, 4093, 7540, 27325, 4414, 3122, 3056, 5073]
Loop 968 [42947, 3603, 7474, 26467, 4370, 2634, 2865, 5216]
Loop 969 [65070, 4011, 27285, 28389, 4533, 2525, 2684, 5173]
Loop 970 [42981, 3838, 7326, 26396, 4349, 2957, 2434, 5239]
Loop 971 [47800, 3705, 6635, 31854, 9400, 3669, 2230, 5404]
Loop 972 [57254, 4164, 18072, 29511, 4904, 3139, 2655, 5299]
Loop 973 [44240, 3970, 8223, 26665, 4479, 3130, 2346, 5179]
Loop 974 [42834, 3662, 7468, 26069, 4182, 2819, 2545, 5362]
Loop 975 [56355, 3941, 17584, 29473, 4660, 3156, 2327, 5168]
Loop 976 [43383, 3791, 7619, 26769, 4608, 3319, 2278, 5023]
Loop 977 [42970, 3614, 7377, 26734, 4841, 3135, 2221, 5034]
Loop 978 [56208, 3767, 18287, 28932, 4919, 2998, 2274, 5036]
Loop 979 [43895, 3917, 7334, 27263, 5201, 3152, 2248, 5147]
Loop 980 [44710, 4212, 8160, 26776, 4498, 3264, 2479, 5376]
Loop 981 [55944, 3816, 17663, 28936, 4733, 3034, 2563, 5349]
Loop 982 [42145, 3651, 7510, 25845, 3968, 2626, 2227, 4936]
Loop 983 [41988, 3748, 7317, 25758, 3834, 2528, 2371, 4992]
Loop 984 [57184, 3848, 18719, 29252, 4615, 2548, 3327, 5182]
Loop 985 [43091, 3644, 7729, 26397, 4314, 2581, 2603, 5114]
Loop 986 [43408, 3702, 7645, 26669, 4444, 2697, 2575, 5172]
Loop 987 [55394, 4595, 17186, 27910, 4203, 2623, 2471, 5505]
Loop 988 [42684, 3769, 7510, 26180, 4087, 2548, 2716, 5030]
Loop 989 [42242, 3653, 7013, 26401, 4041, 2975, 2539, 4980]
Loop 990 [58493, 3986, 20286, 29079, 4243, 2704, 2945, 4937]
Loop 991 [42645, 4028, 7027, 26359, 4040, 2575, 3008, 5045]
Loop 992 [42430, 3694, 7491, 25982, 3988, 2575, 2462, 5073]
Loop 993 [60751, 4214, 22195, 28643, 4286, 2816, 2752, 5456]
Loop 994 [43012, 4644, 7109, 25925, 4036, 2826, 2444, 5147]
Loop 995 [43373, 4055, 7713, 26383, 4202, 2920, 2610, 5010]
Loop 996 [56124, 3854, 18252, 28559, 4361, 2649, 2703, 5259]
Loop 997 [43157, 3817, 7641, 26391, 4868, 2385, 2345, 5109]
Loop 998 [44803, 4273, 7839, 27324, 5077, 2477, 2668, 5178]
